week,lat_bin,lon_bin,fire_count,fire_power_MW,max_power_MW,prior_lightning_count,had_prior_lightning
2024-10-14,31.0,-89.0,1,79.8,79.8,0,0
2024-10-14,31.0,-88.5,1,24.8,24.8,0,0
2024-10-14,31.0,-87.0,5,485.7,139.8,0,0
2024-10-14,31.0,-86.0,1,42.7,42.7,0,0
2024-10-14,31.0,-85.5,1,78.5,78.5,0,0
2024-10-14,31.0,-84.5,1,45.1,45.1,0,0
2024-10-14,31.0,-83.5,1,85.9,85.9,0,0
2024-10-14,31.5,-92.0,1,124.1,124.1,0,0
2024-10-14,31.5,-91.0,1,37.8,37.8,0,0
2024-10-14,31.5,-90.5,1,26.6,26.6,0,0
2024-10-14,31.5,-89.5,2,76.9,51.2,0,0
2024-10-14,31.5,-86.0,2,199.9,108.6,0,0
2024-10-14,31.5,-85.5,2,164.3,108.3,0,0
2024-10-14,31.5,-85.0,5,473.9,184.8,0,0
2024-10-14,31.5,-84.0,1,54.4,54.4,0,0
2024-10-14,32.0,-94.0,1,50.3,50.3,0,0
2024-10-14,32.0,-92.0,2,237.1,139.0,0,0
2024-10-14,32.0,-91.0,1,79.0,79.0,0,0
2024-10-14,32.0,-86.0,2,144.0,96.9,0,0
2024-10-14,32.0,-85.5,6,337.4,88.7,0,0
2024-10-14,32.0,-84.0,2,166.9,141.5,0,0
2024-10-14,32.0,-83.0,1,60.7,60.7,0,0
2024-10-14,32.5,-92.0,3,374.1,158.0,0,0
2024-10-14,32.5,-90.0,1,92.2,92.2,0,0
2024-10-14,32.5,-89.0,1,187.2,187.2,0,0
2024-10-14,32.5,-86.0,1,212.6,212.6,0,0
2024-10-14,32.5,-85.5,1,25.7,25.7,0,0
2024-10-14,32.5,-84.5,1,198.5,198.5,0,0
2024-10-14,32.5,-84.0,1,101.2,101.2,0,0
2024-10-14,32.5,-82.5,1,36.1,36.1,0,0
2024-10-14,32.5,-81.5,1,25.7,25.7,0,0
2024-10-14,33.0,-94.0,1,74.0,74.0,0,0
2024-10-14,33.0,-92.0,1,154.0,154.0,0,0
2024-10-14,33.0,-91.5,1,94.4,94.4,0,0
2024-10-14,33.0,-91.0,2,112.9,76.2,0,0
2024-10-14,33.0,-90.0,2,295.7,162.4,0,0
2024-10-14,33.0,-88.5,4,243.2,76.8,0,0
2024-10-14,33.0,-88.0,1,58.8,58.8,0,0
2024-10-14,33.0,-85.5,2,100.4,66.9,0,0
2024-10-14,33.0,-85.0,2,165.7,111.5,0,0
2024-10-14,33.0,-84.5,1,178.3,178.3,0,0
2024-10-14,33.0,-84.0,1,56.5,56.5,0,0
2024-10-14,33.0,-83.0,1,53.6,53.6,0,0
2024-10-14,33.0,-80.5,1,30.8,30.8,0,0
2024-10-14,33.5,-92.0,1,135.3,135.3,0,0
2024-10-14,33.5,-91.5,1,43.8,43.8,0,0
2024-10-14,33.5,-91.0,6,920.9,301.5,0,0
2024-10-14,33.5,-90.5,2,98.2,62.8,0,0
2024-10-14,33.5,-90.0,2,107.7,54.8,0,0
2024-10-14,33.5,-85.5,2,311.1,184.0,0,0
2024-10-14,34.0,-118.0,4,1163.0,617.8,0,0
2024-10-14,34.0,-97.0,1,29.8,29.8,0,0
2024-10-14,34.0,-93.0,1,58.8,58.8,0,0
2024-10-14,34.0,-92.0,3,243.0,132.2,0,0
2024-10-14,34.0,-91.5,2,145.1,109.3,0,0
2024-10-14,34.0,-91.0,6,515.2,133.0,0,0
2024-10-14,34.0,-90.5,2,160.1,84.6,0,0
2024-10-14,34.0,-90.0,1,32.8,32.8,0,0
2024-10-14,34.0,-88.5,2,140.2,96.2,0,0
2024-10-14,34.0,-88.0,2,224.6,173.2,0,0
2024-10-14,34.0,-79.0,1,160.3,160.3,0,0
2024-10-14,34.5,-112.0,1,96.2,96.2,0,0
2024-10-14,34.5,-92.5,3,106.9,40.6,0,0
2024-10-14,34.5,-92.0,6,463.6,116.2,0,0
2024-10-14,34.5,-91.5,1,29.6,29.6,0,0
2024-10-14,34.5,-91.0,2,63.4,31.9,0,0
2024-10-14,34.5,-90.5,2,125.5,89.3,0,0
2024-10-14,34.5,-90.0,1,27.2,27.2,0,0
2024-10-14,34.5,-89.5,1,34.0,34.0,0,0
2024-10-14,34.5,-89.0,1,68.8,68.8,0,0
2024-10-14,34.5,-87.5,3,517.1,265.6,0,0
2024-10-14,34.5,-80.5,4,560.7,321.5,0,0
2024-10-14,34.5,-79.5,1,26.9,26.9,0,0
2024-10-14,35.0,-121.0,1,97.5,97.5,0,0
2024-10-14,35.0,-112.5,4,1482.7,758.0,0,0
2024-10-14,35.0,-112.0,1,275.4,275.4,0,0
2024-10-14,35.0,-96.5,1,151.9,151.9,0,0
2024-10-14,35.0,-94.5,4,1223.6,362.1,0,0
2024-10-14,35.0,-91.5,4,234.7,101.5,0,0
2024-10-14,35.0,-91.0,1,50.7,50.7,0,0
2024-10-14,35.0,-90.5,4,167.4,52.4,0,0
2024-10-14,35.0,-80.5,1,28.9,28.9,0,0
2024-10-14,35.0,-80.0,1,98.2,98.2,0,0
2024-10-14,35.5,-91.5,8,478.3,107.3,0,0
2024-10-14,35.5,-91.0,3,199.4,131.2,0,0
2024-10-14,35.5,-90.5,2,113.0,73.5,0,0
2024-10-14,35.5,-80.0,1,48.1,48.1,0,0
2024-10-14,35.5,-76.5,1,108.0,108.0,0,0
2024-10-14,36.0,-91.5,2,148.7,86.7,0,0
2024-10-14,36.0,-91.0,10,852.1,131.6,0,0
2024-10-14,36.0,-90.5,3,365.8,172.7,0,0
2024-10-14,36.0,-90.0,8,663.8,155.2,0,0
2024-10-14,36.0,-88.0,1,31.2,31.2,0,0
2024-10-14,36.0,-85.0,1,33.4,33.4,0,0
2024-10-14,36.5,-119.0,3,893.5,389.5,0,0
2024-10-14,36.5,-96.5,1,79.1,79.1,0,0
2024-10-14,36.5,-91.0,1,100.7,100.7,0,0
2024-10-14,36.5,-90.5,5,313.1,132.6,0,0
2024-10-14,36.5,-90.0,1,101.2,101.2,0,0
2024-10-14,36.5,-89.5,1,180.5,180.5,0,0
2024-10-14,36.5,-88.0,2,70.4,40.9,0,0
2024-10-14,37.0,-90.0,1,57.5,57.5,0,0
2024-10-14,37.0,-89.5,1,81.1,81.1,0,0
2024-10-14,37.5,-94.5,1,35.2,35.2,0,0
2024-10-14,37.5,-77.0,1,184.5,184.5,0,0
2024-10-14,38.0,-122.0,1,232.7,232.7,0,0
2024-10-14,38.5,-122.5,1,97.5,97.5,0,0
2024-10-14,38.5,-97.0,1,187.4,187.4,0,0
2024-10-14,39.0,-94.5,1,141.4,141.4,0,0
2024-10-14,40.5,-111.5,1,107.8,107.8,0,0
2024-10-14,40.5,-101.0,2,565.3,429.0,0,0
2024-10-14,40.5,-99.0,3,1065.6,474.8,0,0
2024-10-14,40.5,-97.5,2,104.0,60.9,0,0
2024-10-14,40.5,-92.0,1,40.3,40.3,0,0
2024-10-14,41.0,-99.5,2,375.5,208.2,0,0
2024-10-14,41.0,-97.5,1,75.2,75.2,0,0
2024-10-14,42.0,-98.5,1,33.0,33.0,0,0
2024-10-14,42.0,-97.0,1,180.6,180.6,0,0
2024-10-14,42.0,-92.5,1,57.2,57.2,0,0
2024-10-14,42.0,-92.0,1,53.9,53.9,0,0
2024-10-14,42.5,-111.5,1,183.4,183.4,0,0
2024-10-14,43.0,-94.0,1,81.7,81.7,0,0
2024-10-14,43.0,-93.5,1,69.6,69.6,0,0
2024-10-14,43.5,-110.5,7,3251.7,908.6,0,0
2024-10-14,43.5,-89.5,1,60.6,60.6,0,0
2024-10-14,43.5,-89.0,1,76.4,76.4,0,0
2024-10-14,44.0,-120.0,3,1559.0,851.5,0,0
2024-10-14,44.0,-116.0,1,331.7,331.7,0,0
2024-10-14,44.5,-112.0,2,301.0,213.5,0,0
2024-10-14,44.5,-108.0,2,934.6,468.6,0,0
2024-10-14,44.5,-107.5,6,1920.5,635.0,0,0
2024-10-14,45.0,-115.5,1,81.4,81.4,0,0
2024-10-14,45.0,-115.0,1,123.5,123.5,0,0
2024-10-14,45.0,-114.5,3,609.4,329.5,0,0
2024-10-14,45.5,-119.0,1,447.2,447.2,0,0
2024-10-14,46.0,-114.0,2,461.2,289.9,0,0
2024-10-14,46.5,-101.5,1,54.2,54.2,0,0
2024-10-14,47.0,-117.5,1,280.7,280.7,0,0
2024-10-14,48.5,-115.0,1,133.3,133.3,0,0
2024-10-14,49.0,-101.0,1,83.8,83.8,0,0
2024-10-14,49.0,-89.0,1,108.6,108.6,0,0
2024-10-14,49.5,-102.5,1,88.2,88.2,0,0
2024-10-14,49.5,-101.5,3,230.7,102.2,0,0
2024-10-14,50.5,-102.5,1,67.4,67.4,0,0
2024-10-14,51.0,-106.0,1,102.2,102.2,0,0
2024-10-14,51.0,-99.5,1,103.9,103.9,0,0
2024-10-14,51.5,-104.0,1,75.8,75.8,0,0
2024-10-21,17.5,-95.0,1,44.3,44.3,0,0
2024-10-21,17.5,-93.5,3,130.2,58.0,0,0
2024-10-21,21.0,-89.5,1,28.8,28.8,0,0
2024-10-21,26.0,-81.5,1,51.5,51.5,0,0
2024-10-21,26.5,-80.5,1,73.8,73.8,0,0
2024-10-21,28.5,-82.5,1,29.1,29.1,0,0
2024-10-21,29.0,-95.5,1,26.3,26.3,0,0
2024-10-21,29.0,-91.0,1,32.7,32.7,0,0
2024-10-21,29.5,-93.0,1,29.0,29.0,0,0
2024-10-21,29.5,-92.0,2,253.4,177.6,0,0
2024-10-21,29.5,-91.5,1,103.4,103.4,0,0
2024-10-21,29.5,-91.0,2,88.9,50.6,0,0
2024-10-21,30.0,-93.0,1,44.1,44.1,0,0
2024-10-21,30.0,-92.5,2,168.0,127.8,0,0
2024-10-21,30.0,-92.0,4,389.2,136.4,0,0
2024-10-21,30.0,-91.5,4,374.9,182.1,0,0
2024-10-21,30.0,-91.0,1,101.4,101.4,0,0
2024-10-21,30.5,-110.0,1,100.3,100.3,0,0
2024-10-21,30.5,-93.5,3,569.6,402.0,0,0
2024-10-21,30.5,-92.5,1,127.8,127.8,0,0
2024-10-21,30.5,-92.0,6,1419.1,658.9,0,0
2024-10-21,30.5,-91.0,1,45.3,45.3,0,0
2024-10-21,30.5,-87.0,1,42.2,42.2,0,0
2024-10-21,30.5,-86.5,1,25.5,25.5,0,0
2024-10-21,30.5,-84.0,1,38.1,38.1,0,0
2024-10-21,30.5,-83.0,1,34.8,34.8,0,0
2024-10-21,31.0,-116.0,4,1060.0,414.0,0,0
2024-10-21,31.0,-94.0,1,49.3,49.3,0,0
2024-10-21,31.0,-92.5,1,149.3,149.3,0,0
2024-10-21,31.0,-89.5,1,36.9,36.9,0,0
2024-10-21,31.0,-85.0,2,52.0,29.7,0,0
2024-10-21,31.0,-83.5,2,63.9,32.3,0,0
2024-10-21,31.5,-90.0,1,41.0,41.0,0,0
2024-10-21,31.5,-89.0,1,61.0,61.0,0,0
2024-10-21,31.5,-87.0,1,95.5,95.5,0,0
2024-10-21,31.5,-86.5,1,82.8,82.8,0,0
2024-10-21,31.5,-86.0,2,112.8,76.2,0,0
2024-10-21,31.5,-85.5,5,429.5,176.9,0,0
2024-10-21,31.5,-85.0,3,155.7,97.3,0,0
2024-10-21,32.0,-92.0,1,88.4,88.4,0,0
2024-10-21,32.0,-86.0,1,78.6,78.6,0,0
2024-10-21,32.0,-85.5,4,1019.6,381.0,0,0
2024-10-21,32.0,-85.0,4,291.1,141.9,0,0
2024-10-21,32.0,-83.0,1,54.4,54.4,0,0
2024-10-21,32.5,-92.0,3,303.7,137.1,0,0
2024-10-21,32.5,-91.5,2,234.1,144.5,0,0
2024-10-21,32.5,-86.5,2,247.4,136.2,0,0
2024-10-21,32.5,-86.0,2,112.6,81.9,0,0
2024-10-21,32.5,-83.5,1,42.8,42.8,0,0
2024-10-21,32.5,-83.0,1,97.7,97.7,0,0
2024-10-21,33.0,-94.0,1,202.4,202.4,0,0
2024-10-21,33.0,-92.0,1,101.3,101.3,0,0
2024-10-21,33.0,-90.0,2,321.0,165.0,0,0
2024-10-21,33.0,-89.5,1,25.1,25.1,0,0
2024-10-21,33.0,-88.5,2,83.5,46.4,0,0
2024-10-21,33.0,-86.0,3,579.8,272.8,0,0
2024-10-21,33.0,-85.5,3,543.7,311.9,0,0
2024-10-21,33.0,-85.0,3,113.3,42.0,0,0
2024-10-21,33.0,-84.0,2,120.8,79.1,0,0
2024-10-21,33.0,-83.5,1,84.3,84.3,0,0
2024-10-21,33.5,-94.0,1,39.5,39.5,0,0
2024-10-21,33.5,-92.5,2,330.1,180.7,0,0
2024-10-21,33.5,-91.5,2,79.4,40.3,0,0
2024-10-21,33.5,-91.0,5,931.8,383.2,0,0
2024-10-21,33.5,-90.0,1,144.3,144.3,0,0
2024-10-21,33.5,-88.5,1,69.3,69.3,0,0
2024-10-21,34.0,-111.0,1,90.9,90.9,0,0
2024-10-21,34.0,-94.0,2,123.7,63.7,0,0
2024-10-21,34.0,-92.0,4,313.3,119.0,0,0
2024-10-21,34.0,-91.5,1,115.4,115.4,0,0
2024-10-21,34.0,-91.0,1,73.9,73.9,0,0
2024-10-21,34.0,-90.5,2,133.8,85.9,0,0
2024-10-21,34.0,-90.0,1,40.3,40.3,0,0
2024-10-21,34.0,-89.5,6,1511.7,698.8,0,0
2024-10-21,34.0,-88.0,1,24.3,24.3,0,0
2024-10-21,34.5,-111.0,1,57.9,57.9,0,0
2024-10-21,34.5,-106.5,1,115.2,115.2,0,0
2024-10-21,34.5,-99.0,6,898.7,227.3,0,0
2024-10-21,34.5,-92.0,2,134.6,72.8,0,0
2024-10-21,34.5,-91.5,3,205.7,76.8,0,0
2024-10-21,34.5,-91.0,2,62.6,35.5,0,0
2024-10-21,34.5,-90.5,3,182.0,80.1,0,0
2024-10-21,34.5,-80.5,1,35.7,35.7,0,0
2024-10-21,34.5,-79.5,1,106.9,106.9,0,0
2024-10-21,34.5,-78.5,1,26.0,26.0,0,0
2024-10-21,35.0,-112.5,1,170.8,170.8,0,0
2024-10-21,35.0,-91.5,4,204.7,85.7,0,0
2024-10-21,35.0,-91.0,1,93.9,93.9,0,0
2024-10-21,35.0,-90.5,4,204.2,65.9,0,0
2024-10-21,35.0,-90.0,1,134.2,134.2,0,0
2024-10-21,35.0,-88.0,2,529.3,283.8,0,0
2024-10-21,35.0,-80.5,4,452.7,237.1,0,0
2024-10-21,35.0,-80.0,6,527.9,172.7,0,0
2024-10-21,35.0,-79.5,1,39.2,39.2,0,0
2024-10-21,35.5,-95.5,1,72.7,72.7,0,0
2024-10-21,35.5,-91.5,7,593.1,134.2,0,0
2024-10-21,35.5,-91.0,8,592.0,118.7,0,0
2024-10-21,35.5,-90.5,4,324.1,172.8,0,0
2024-10-21,35.5,-88.5,1,64.7,64.7,0,0
2024-10-21,35.5,-80.0,2,125.3,84.0,0,0
2024-10-21,36.0,-97.5,1,169.0,169.0,0,0
2024-10-21,36.0,-96.5,1,80.7,80.7,0,0
2024-10-21,36.0,-95.0,1,80.0,80.0,0,0
2024-10-21,36.0,-91.0,19,1532.2,168.1,0,0
2024-10-21,36.0,-90.5,8,799.4,166.6,0,0
2024-10-21,36.0,-90.0,12,1515.3,261.9,0,0
2024-10-21,36.0,-88.5,1,60.3,60.3,0,0
2024-10-21,36.0,-79.0,3,639.1,311.4,0,0
2024-10-21,36.0,-76.5,1,69.3,69.3,0,0
2024-10-21,36.5,-121.5,2,293.5,184.5,0,0
2024-10-21,36.5,-105.5,1,145.9,145.9,0,0
2024-10-21,36.5,-97.5,1,51.5,51.5,0,0
2024-10-21,36.5,-94.5,1,37.6,37.6,0,0
2024-10-21,36.5,-91.0,3,227.7,80.1,0,0
2024-10-21,36.5,-90.5,4,260.5,124.3,0,0
2024-10-21,36.5,-90.0,6,897.9,432.5,0,0
2024-10-21,36.5,-88.0,2,60.3,34.6,0,0
2024-10-21,37.0,-122.5,1,266.5,266.5,0,0
2024-10-21,37.0,-98.0,1,31.4,31.4,0,0
2024-10-21,37.0,-92.5,1,33.1,33.1,0,0
2024-10-21,37.0,-90.5,1,45.6,45.6,0,0
2024-10-21,37.0,-90.0,1,141.8,141.8,0,0
2024-10-21,37.0,-89.5,1,36.4,36.4,0,0
2024-10-21,37.0,-87.0,1,33.7,33.7,0,0
2024-10-21,37.5,-95.5,2,65.2,35.9,0,0
2024-10-21,37.5,-95.0,1,37.4,37.4,0,0
2024-10-21,37.5,-77.0,1,69.2,69.2,0,0
2024-10-21,38.0,-121.5,1,112.8,112.8,0,0
2024-10-21,38.0,-121.0,1,146.9,146.9,0,0
2024-10-21,38.0,-98.0,1,42.8,42.8,1350,1
2024-10-21,39.0,-122.5,2,322.2,243.0,0,0
2024-10-21,39.0,-86.5,1,42.5,42.5,0,0
2024-10-21,39.0,-76.0,1,89.0,89.0,0,0
2024-10-21,40.0,-85.0,1,45.1,45.1,0,0
2024-10-21,40.5,-74.5,1,67.1,67.1,0,0
2024-10-21,42.0,-111.5,1,61.0,61.0,0,0
2024-10-21,42.5,-117.0,3,1050.4,453.0,0,0
2024-10-21,44.0,-124.0,1,142.7,142.7,0,0
2024-10-21,44.5,-124.0,2,511.5,274.7,0,0
2024-10-21,44.5,-98.0,1,180.5,180.5,0,0
2024-10-21,45.0,-118.5,1,152.6,152.6,0,0
2024-10-21,46.0,-118.5,1,182.0,182.0,0,0
2024-10-21,46.0,-116.5,1,129.3,129.3,0,0
2024-10-21,46.5,-116.0,2,759.3,396.9,0,0
2024-10-21,48.5,-99.5,1,112.0,112.0,0,0
2024-10-21,49.0,-125.5,1,127.5,127.5,0,0
2024-10-21,49.0,-124.5,1,95.5,95.5,0,0
2024-10-21,49.0,-119.5,1,88.5,88.5,0,0
2024-10-21,49.0,-116.0,1,219.6,219.6,0,0
2024-10-21,49.0,-101.5,1,73.3,73.3,0,0
2024-10-21,49.5,-102.0,1,46.8,46.8,0,0
2024-10-21,50.0,-103.5,1,67.0,67.0,0,0
2024-10-21,50.0,-102.0,1,197.8,197.8,0,0
2024-10-21,50.0,-100.5,1,92.2,92.2,0,0
2024-10-21,50.5,-105.5,1,94.1,94.1,0,0
2024-10-21,51.0,-104.0,1,55.1,55.1,0,0
2024-10-28,17.5,-93.5,7,745.4,174.6,0,0
2024-10-28,17.5,-92.5,1,23.8,23.8,0,0
2024-10-28,18.5,-96.5,1,21.4,21.4,0,0
2024-10-28,22.0,-99.5,1,25.9,25.9,0,0
2024-10-28,25.0,-112.0,1,61.1,61.1,0,0
2024-10-28,29.0,-97.0,4,615.5,201.0,0,0
2024-10-28,29.5,-91.0,1,53.5,53.5,0,0
2024-10-28,29.5,-90.5,1,28.1,28.1,0,0
2024-10-28,30.0,-92.0,2,240.4,182.8,0,0
2024-10-28,30.0,-91.5,1,81.1,81.1,0,0
2024-10-28,30.5,-93.5,1,93.5,93.5,0,0
2024-10-28,30.5,-92.5,2,139.0,89.3,0,0
2024-10-28,30.5,-91.0,1,25.5,25.5,0,0
2024-10-28,30.5,-89.0,1,28.8,28.8,0,0
2024-10-28,30.5,-82.0,1,21.9,21.9,0,0
2024-10-28,31.0,-89.5,1,41.7,41.7,0,0
2024-10-28,31.0,-85.5,1,37.9,37.9,0,0
2024-10-28,31.0,-84.0,1,23.4,23.4,0,0
2024-10-28,31.0,-83.5,1,46.9,46.9,0,0
2024-10-28,31.5,-90.0,2,130.7,79.3,0,0
2024-10-28,31.5,-86.0,1,40.7,40.7,0,0
2024-10-28,31.5,-85.5,4,508.3,237.7,0,0
2024-10-28,31.5,-84.0,1,27.7,27.7,0,0
2024-10-28,31.5,-83.5,1,46.3,46.3,0,0
2024-10-28,32.5,-92.0,1,31.0,31.0,0,0
2024-10-28,32.5,-86.5,1,43.9,43.9,0,0
2024-10-28,33.0,-110.0,2,126.0,75.8,0,0
2024-10-28,33.0,-94.0,1,73.8,73.8,0,0
2024-10-28,33.0,-91.5,1,39.8,39.8,0,0
2024-10-28,33.0,-89.5,1,151.4,151.4,0,0
2024-10-28,33.0,-89.0,1,67.9,67.9,0,0
2024-10-28,33.0,-88.5,1,53.6,53.6,0,0
2024-10-28,33.0,-85.5,2,102.7,55.2,0,0
2024-10-28,33.0,-81.5,1,85.0,85.0,0,0
2024-10-28,33.5,-109.5,2,415.3,246.8,0,0
2024-10-28,33.5,-90.0,1,38.9,38.9,0,0
2024-10-28,34.0,-95.0,4,2084.1,654.6,0,0
2024-10-28,34.0,-92.0,2,97.7,67.6,0,0
2024-10-28,34.0,-91.0,1,103.7,103.7,0,0
2024-10-28,34.0,-90.5,1,113.4,113.4,0,0
2024-10-28,34.0,-89.0,1,335.2,335.2,0,0
2024-10-28,34.5,-99.5,2,278.0,176.9,0,0
2024-10-28,34.5,-91.5,1,47.1,47.1,0,0
2024-10-28,34.5,-90.5,1,51.1,51.1,0,0
2024-10-28,34.5,-88.5,2,321.9,181.2,0,0
2024-10-28,34.5,-80.5,1,45.8,45.8,0,0
2024-10-28,35.0,-91.0,1,127.0,127.0,0,0
2024-10-28,35.0,-90.5,1,48.4,48.4,0,0
2024-10-28,35.0,-80.0,1,230.0,230.0,0,0
2024-10-28,35.5,-121.5,1,118.4,118.4,0,0
2024-10-28,35.5,-98.0,7,4989.4,1731.7,0,0
2024-10-28,35.5,-91.5,6,296.8,82.3,0,0
2024-10-28,35.5,-91.0,8,991.3,390.6,0,0
2024-10-28,36.0,-99.0,1,208.4,208.4,0,0
2024-10-28,36.0,-97.0,1,67.9,67.9,0,0
2024-10-28,36.0,-95.0,1,72.2,72.2,0,0
2024-10-28,36.0,-91.5,2,449.5,293.8,0,0
2024-10-28,36.0,-91.0,6,748.6,285.7,0,0
2024-10-28,36.0,-90.5,3,347.9,219.7,0,0
2024-10-28,36.0,-90.0,1,93.1,93.1,0,0
2024-10-28,36.0,-76.5,1,46.5,46.5,0,0
2024-10-28,36.5,-119.0,1,728.3,728.3,0,0
2024-10-28,36.5,-96.5,2,780.4,393.8,0,0
2024-10-28,36.5,-90.0,2,150.2,96.7,0,0
2024-10-28,37.0,-79.0,1,55.0,55.0,0,0
2024-10-28,39.5,-99.0,1,412.8,412.8,0,0
2024-10-28,40.0,-88.0,1,79.0,79.0,0,0
2024-10-28,40.5,-123.5,1,76.5,76.5,0,0
2024-10-28,41.5,-106.5,1,48.6,48.6,0,0
2024-10-28,44.5,-116.5,1,132.1,132.1,0,0
2024-10-28,45.0,-116.5,1,90.3,90.3,0,0
2024-10-28,46.0,-123.5,1,267.5,267.5,0,0
2024-10-28,46.0,-121.5,1,106.3,106.3,0,0
2024-10-28,46.0,-116.0,1,273.6,273.6,0,0
2024-10-28,46.5,-116.5,1,137.6,137.6,0,0
2024-10-28,46.5,-116.0,2,444.4,307.9,0,0
2024-10-28,46.5,-115.0,1,111.3,111.3,0,0
2024-10-28,47.5,-117.0,1,68.7,68.7,0,0
2024-10-28,48.0,-98.5,1,50.3,50.3,0,0
2024-10-28,48.5,-99.5,1,41.4,41.4,0,0
2024-10-28,48.5,-94.5,1,63.3,63.3,0,0
2024-10-28,49.5,-101.5,1,56.8,56.8,0,0
2024-10-28,49.5,-92.5,1,92.6,92.6,0,0
2024-10-28,51.5,-103.0,1,142.7,142.7,0,0
2024-10-28,53.0,-125.5,1,713.0,713.0,0,0
