week,lat_bin,lon_bin,flash_count
2024-05-27,22.5,-102.5,540
2024-05-27,22.5,-101.5,810
2024-05-27,22.5,-101.0,360
2024-05-27,22.5,-86.5,270
2024-05-27,22.5,-86.0,450
2024-05-27,22.5,-84.0,270
2024-05-27,22.5,-83.5,1350
2024-05-27,22.5,-83.0,450
2024-05-27,22.5,-82.5,540
2024-05-27,22.5,-82.0,990
2024-05-27,22.5,-81.5,450
2024-05-27,22.5,-81.0,450
2024-05-27,22.5,-80.5,270
2024-05-27,22.5,-80.0,360
2024-05-27,22.5,-79.5,450
2024-05-27,22.5,-78.0,180
2024-05-27,22.5,-77.5,990
2024-05-27,22.5,-77.0,1350
2024-05-27,22.5,-76.5,270
2024-05-27,22.5,-76.0,270
2024-05-27,22.5,-75.5,450
2024-05-27,22.5,-75.0,90
2024-05-27,22.5,-74.5,90
2024-05-27,22.5,-74.0,180
2024-05-27,22.5,-73.5,990
2024-05-27,22.5,-73.0,450
2024-05-27,22.5,-72.0,90
2024-05-27,22.5,-71.0,540
2024-05-27,22.5,-70.5,360
2024-05-27,22.5,-70.0,360
2024-05-27,22.5,-69.5,630
2024-05-27,22.5,-69.0,1260
2024-05-27,22.5,-68.5,90
2024-05-27,22.5,-67.5,270
2024-05-27,22.5,-67.0,270
2024-05-27,22.5,-66.5,360
2024-05-27,22.5,-66.0,360
2024-05-27,22.5,-65.5,90
2024-05-27,23.0,-102.0,630
2024-05-27,23.0,-101.5,1620
2024-05-27,23.0,-101.0,720
2024-05-27,23.0,-100.5,180
2024-05-27,23.0,-79.5,90
2024-05-27,23.0,-79.0,270
2024-05-27,23.0,-78.0,90
2024-05-27,23.0,-77.5,1260
2024-05-27,23.0,-77.0,270
2024-05-27,23.0,-76.5,270
2024-05-27,23.0,-76.0,90
2024-05-27,23.0,-75.5,180
2024-05-27,23.0,-75.0,270
2024-05-27,23.0,-74.0,90
2024-05-27,23.0,-73.5,180
2024-05-27,23.0,-73.0,270
2024-05-27,23.0,-72.5,180
2024-05-27,23.0,-72.0,270
2024-05-27,23.0,-70.5,270
2024-05-27,23.0,-70.0,270
2024-05-27,23.0,-69.5,270
2024-05-27,23.0,-69.0,180
2024-05-27,23.0,-68.5,270
2024-05-27,23.0,-67.5,1260
2024-05-27,23.0,-67.0,90
2024-05-27,23.0,-66.5,360
2024-05-27,23.0,-65.5,90
2024-05-27,23.5,-102.0,180
2024-05-27,23.5,-101.5,1620
2024-05-27,23.5,-101.0,1620
2024-05-27,23.5,-100.5,450
2024-05-27,23.5,-100.0,270
2024-05-27,23.5,-99.5,630
2024-05-27,23.5,-73.5,180
2024-05-27,23.5,-70.0,90
2024-05-27,23.5,-69.5,270
2024-05-27,23.5,-69.0,270
2024-05-27,23.5,-68.5,180
2024-05-27,23.5,-68.0,270
2024-05-27,23.5,-67.5,270
2024-05-27,23.5,-67.0,180
2024-05-27,23.5,-65.5,90
2024-05-27,24.0,-101.5,360
2024-05-27,24.0,-101.0,720
2024-05-27,24.0,-100.0,270
2024-05-27,24.0,-99.5,630
2024-05-27,24.0,-87.5,90
2024-05-27,24.0,-80.0,270
2024-05-27,24.0,-75.5,90
2024-05-27,24.0,-70.5,90
2024-05-27,24.0,-69.0,90
2024-05-27,24.0,-68.5,450
2024-05-27,24.0,-68.0,180
2024-05-27,24.0,-67.5,90
2024-05-27,24.0,-67.0,90
2024-05-27,24.5,-102.5,90
2024-05-27,24.5,-102.0,270
2024-05-27,24.5,-101.5,1260
2024-05-27,24.5,-101.0,900
2024-05-27,24.5,-100.5,720
2024-05-27,24.5,-100.0,90
2024-05-27,24.5,-99.5,360
2024-05-27,24.5,-88.0,2880
2024-05-27,24.5,-87.5,2520
2024-05-27,24.5,-84.5,90
2024-05-27,24.5,-83.5,90
2024-05-27,24.5,-83.0,270
2024-05-27,24.5,-82.5,990
2024-05-27,24.5,-82.0,180
2024-05-27,24.5,-80.5,360
2024-05-27,24.5,-80.0,540
2024-05-27,24.5,-79.5,270
2024-05-27,24.5,-68.0,90
2024-05-27,24.5,-67.5,90
2024-05-27,24.5,-66.5,180
2024-05-27,24.5,-66.0,180
2024-05-27,25.0,-102.0,270
2024-05-27,25.0,-101.5,540
2024-05-27,25.0,-101.0,1080
2024-05-27,25.0,-100.5,990
2024-05-27,25.0,-88.5,180
2024-05-27,25.0,-88.0,2700
2024-05-27,25.0,-87.5,2430
2024-05-27,25.0,-86.5,1620
2024-05-27,25.0,-85.5,180
2024-05-27,25.0,-85.0,90
2024-05-27,25.0,-84.5,90
2024-05-27,25.0,-83.5,90
2024-05-27,25.0,-83.0,180
2024-05-27,25.0,-82.5,1890
2024-05-27,25.0,-82.0,90
2024-05-27,25.0,-81.5,90
2024-05-27,25.0,-80.5,360
2024-05-27,25.0,-80.0,180
2024-05-27,25.5,-88.5,90
2024-05-27,25.5,-88.0,1620
2024-05-27,25.5,-87.5,2520
2024-05-27,25.5,-87.0,540
2024-05-27,25.5,-86.5,1530
2024-05-27,25.5,-86.0,270
2024-05-27,25.5,-85.0,1440
2024-05-27,25.5,-84.0,90
2024-05-27,25.5,-83.0,90
2024-05-27,25.5,-82.5,720
2024-05-27,25.5,-82.0,90
2024-05-27,25.5,-81.5,90
2024-05-27,25.5,-81.0,90
2024-05-27,25.5,-80.5,180
2024-05-27,25.5,-80.0,270
2024-05-27,25.5,-79.0,90
2024-05-27,26.0,-102.5,180
2024-05-27,26.0,-102.0,180
2024-05-27,26.0,-88.5,540
2024-05-27,26.0,-88.0,1530
2024-05-27,26.0,-87.5,3600
2024-05-27,26.0,-87.0,1170
2024-05-27,26.0,-86.5,2070
2024-05-27,26.0,-86.0,450
2024-05-27,26.0,-85.5,270
2024-05-27,26.0,-85.0,180
2024-05-27,26.0,-84.0,270
2024-05-27,26.0,-83.5,1350
2024-05-27,26.0,-82.0,270
2024-05-27,26.0,-81.0,90
2024-05-27,26.0,-65.5,180
2024-05-27,26.5,-88.5,450
2024-05-27,26.5,-88.0,2340
2024-05-27,26.5,-87.5,4770
2024-05-27,26.5,-87.0,2250
2024-05-27,26.5,-86.5,2610
2024-05-27,26.5,-86.0,1260
2024-05-27,26.5,-85.5,990
2024-05-27,26.5,-85.0,90
2024-05-27,26.5,-84.5,270
2024-05-27,26.5,-83.0,180
2024-05-27,26.5,-81.5,90
2024-05-27,26.5,-81.0,90
2024-05-27,26.5,-67.0,90
2024-05-27,26.5,-66.0,360
2024-05-27,26.5,-65.5,90
2024-05-27,27.0,-91.5,6480
2024-05-27,27.0,-91.0,90
2024-05-27,27.0,-90.5,90
2024-05-27,27.0,-90.0,90
2024-05-27,27.0,-89.0,180
2024-05-27,27.0,-88.5,1620
2024-05-27,27.0,-88.0,180
2024-05-27,27.0,-87.5,4050
2024-05-27,27.0,-87.0,4860
2024-05-27,27.0,-86.5,3510
2024-05-27,27.0,-86.0,1350
2024-05-27,27.0,-85.5,90
2024-05-27,27.0,-84.5,90
2024-05-27,27.0,-83.5,90
2024-05-27,27.0,-82.0,180
2024-05-27,27.0,-81.0,180
2024-05-27,27.0,-66.0,90
2024-05-27,27.0,-65.5,270
2024-05-27,27.5,-103.0,90
2024-05-27,27.5,-102.5,630
2024-05-27,27.5,-96.5,630
2024-05-27,27.5,-96.0,1620
2024-05-27,27.5,-95.5,720
2024-05-27,27.5,-95.0,360
2024-05-27,27.5,-91.5,4770
2024-05-27,27.5,-91.0,360
2024-05-27,27.5,-90.5,270
2024-05-27,27.5,-89.5,180
2024-05-27,27.5,-89.0,270
2024-05-27,27.5,-88.5,180
2024-05-27,27.5,-88.0,1980
2024-05-27,27.5,-87.5,3330
2024-05-27,27.5,-87.0,4410
2024-05-27,27.5,-86.5,2520
2024-05-27,27.5,-86.0,450
2024-05-27,27.5,-85.5,180
2024-05-27,27.5,-84.5,990
2024-05-27,27.5,-84.0,360
2024-05-27,27.5,-83.0,270
2024-05-27,27.5,-65.5,90
2024-05-27,28.0,-103.0,540
2024-05-27,28.0,-102.5,630
2024-05-27,28.0,-102.0,2070
2024-05-27,28.0,-101.5,180
2024-05-27,28.0,-97.5,270
2024-05-27,28.0,-97.0,630
2024-05-27,28.0,-96.5,1350
2024-05-27,28.0,-96.0,450
2024-05-27,28.0,-95.5,180
2024-05-27,28.0,-95.0,180
2024-05-27,28.0,-92.5,2070
2024-05-27,28.0,-92.0,2070
2024-05-27,28.0,-91.5,2250
2024-05-27,28.0,-91.0,990
2024-05-27,28.0,-90.0,1080
2024-05-27,28.0,-89.5,360
2024-05-27,28.0,-89.0,270
2024-05-27,28.0,-88.5,1890
2024-05-27,28.0,-88.0,90
2024-05-27,28.0,-87.5,7650
2024-05-27,28.0,-87.0,10710
2024-05-27,28.0,-86.5,3330
2024-05-27,28.0,-86.0,270
2024-05-27,28.0,-85.5,90
2024-05-27,28.0,-84.5,90
2024-05-27,28.0,-66.0,180
2024-05-27,28.5,-103.5,630
2024-05-27,28.5,-103.0,1350
2024-05-27,28.5,-102.5,2610
2024-05-27,28.5,-102.0,2070
2024-05-27,28.5,-98.5,90
2024-05-27,28.5,-97.5,2340
2024-05-27,28.5,-97.0,2250
2024-05-27,28.5,-96.5,4050
2024-05-27,28.5,-96.0,540
2024-05-27,28.5,-95.5,810
2024-05-27,28.5,-93.0,450
2024-05-27,28.5,-92.5,5670
2024-05-27,28.5,-92.0,3420
2024-05-27,28.5,-91.5,2340
2024-05-27,28.5,-91.0,1890
2024-05-27,28.5,-90.0,540
2024-05-27,28.5,-89.5,2880
2024-05-27,28.5,-89.0,1890
2024-05-27,28.5,-88.5,2880
2024-05-27,28.5,-88.0,3330
2024-05-27,28.5,-87.5,10530
2024-05-27,28.5,-87.0,6210
2024-05-27,28.5,-86.5,1170
2024-05-27,28.5,-86.0,450
2024-05-27,28.5,-85.5,90
2024-05-27,29.0,-104.0,450
2024-05-27,29.0,-103.5,450
2024-05-27,29.0,-103.0,450
2024-05-27,29.0,-102.5,360
2024-05-27,29.0,-98.5,270
2024-05-27,29.0,-96.5,90
2024-05-27,29.0,-96.0,540
2024-05-27,29.0,-95.5,2250
2024-05-27,29.0,-94.0,270
2024-05-27,29.0,-93.5,3420
2024-05-27,29.0,-93.0,1530
2024-05-27,29.0,-92.5,7200
2024-05-27,29.0,-92.0,3240
2024-05-27,29.0,-91.5,3600
2024-05-27,29.0,-91.0,6210
2024-05-27,29.0,-90.5,90
2024-05-27,29.0,-90.0,540
2024-05-27,29.0,-89.5,2970
2024-05-27,29.0,-89.0,4050
2024-05-27,29.0,-88.5,3330
2024-05-27,29.0,-88.0,7290
2024-05-27,29.0,-87.5,8370
2024-05-27,29.0,-87.0,10170
2024-05-27,29.0,-86.5,1530
2024-05-27,29.0,-86.0,540
2024-05-27,29.0,-85.5,270
2024-05-27,29.0,-85.0,90
2024-05-27,29.0,-84.5,90
2024-05-27,29.5,-103.0,1170
2024-05-27,29.5,-102.5,6120
2024-05-27,29.5,-102.0,1980
2024-05-27,29.5,-101.5,360
2024-05-27,29.5,-100.0,540
2024-05-27,29.5,-96.0,270
2024-05-27,29.5,-95.5,270
2024-05-27,29.5,-95.0,450
2024-05-27,29.5,-94.5,1620
2024-05-27,29.5,-94.0,2160
2024-05-27,29.5,-93.5,180
2024-05-27,29.5,-92.5,2070
2024-05-27,29.5,-92.0,4860
2024-05-27,29.5,-91.5,720
2024-05-27,29.5,-91.0,1350
2024-05-27,29.5,-90.5,7290
2024-05-27,29.5,-90.0,4680
2024-05-27,29.5,-89.5,5310
2024-05-27,29.5,-89.0,2970
2024-05-27,29.5,-88.5,2160
2024-05-27,29.5,-88.0,4320
2024-05-27,29.5,-87.5,1080
2024-05-27,29.5,-87.0,6120
2024-05-27,29.5,-86.5,2880
2024-05-27,29.5,-86.0,450
2024-05-27,29.5,-85.5,90
2024-05-27,29.5,-85.0,900
2024-05-27,29.5,-84.5,90
2024-05-27,30.0,-105.5,90
2024-05-27,30.0,-104.0,180
2024-05-27,30.0,-103.5,1080
2024-05-27,30.0,-103.0,3150
2024-05-27,30.0,-102.5,1710
2024-05-27,30.0,-102.0,990
2024-05-27,30.0,-101.5,2430
2024-05-27,30.0,-101.0,1350
2024-05-27,30.0,-100.5,90
2024-05-27,30.0,-100.0,720
2024-05-27,30.0,-98.5,720
2024-05-27,30.0,-98.0,270
2024-05-27,30.0,-96.0,180
2024-05-27,30.0,-95.5,180
2024-05-27,30.0,-95.0,630
2024-05-27,30.0,-94.5,1260
2024-05-27,30.0,-94.0,2070
2024-05-27,30.0,-93.5,4140
2024-05-27,30.0,-93.0,900
2024-05-27,30.0,-92.5,2070
2024-05-27,30.0,-92.0,5130
2024-05-27,30.0,-91.5,1080
2024-05-27,30.0,-91.0,1260
2024-05-27,30.0,-90.5,1710
2024-05-27,30.0,-90.0,1980
2024-05-27,30.0,-89.5,2340
2024-05-27,30.0,-89.0,4410
2024-05-27,30.0,-88.5,6210
2024-05-27,30.0,-88.0,5940
2024-05-27,30.0,-87.5,3870
2024-05-27,30.0,-87.0,12600
2024-05-27,30.0,-86.5,1440
2024-05-27,30.0,-86.0,180
2024-05-27,30.0,-85.5,450
2024-05-27,30.0,-85.0,360
2024-05-27,30.0,-84.5,630
2024-05-27,30.5,-104.5,450
2024-05-27,30.5,-104.0,180
2024-05-27,30.5,-103.5,2070
2024-05-27,30.5,-103.0,2070
2024-05-27,30.5,-102.5,90
2024-05-27,30.5,-100.5,90
2024-05-27,30.5,-99.5,180
2024-05-27,30.5,-99.0,360
2024-05-27,30.5,-98.5,1440
2024-05-27,30.5,-96.0,180
2024-05-27,30.5,-95.5,1350
2024-05-27,30.5,-95.0,990
2024-05-27,30.5,-94.5,360
2024-05-27,30.5,-94.0,2250
2024-05-27,30.5,-93.5,3510
2024-05-27,30.5,-93.0,2250
2024-05-27,30.5,-92.5,900
2024-05-27,30.5,-92.0,2250
2024-05-27,30.5,-91.5,360
2024-05-27,30.5,-91.0,1620
2024-05-27,30.5,-90.5,1710
2024-05-27,30.5,-90.0,90
2024-05-27,30.5,-89.5,2340
2024-05-27,30.5,-89.0,1890
2024-05-27,30.5,-88.5,2880
2024-05-27,30.5,-88.0,4410
2024-05-27,30.5,-87.5,3330
2024-05-27,30.5,-87.0,2970
2024-05-27,30.5,-86.5,630
2024-05-27,30.5,-86.0,360
2024-05-27,30.5,-85.5,450
2024-05-27,30.5,-85.0,1170
2024-05-27,30.5,-84.5,180
2024-05-27,30.5,-84.0,180
2024-05-27,31.0,-104.5,1260
2024-05-27,31.0,-104.0,1080
2024-05-27,31.0,-103.5,270
2024-05-27,31.0,-103.0,1170
2024-05-27,31.0,-102.0,180
2024-05-27,31.0,-101.0,450
2024-05-27,31.0,-100.0,360
2024-05-27,31.0,-99.5,360
2024-05-27,31.0,-99.0,270
2024-05-27,31.0,-98.5,360
2024-05-27,31.0,-96.5,720
2024-05-27,31.0,-96.0,90
2024-05-27,31.0,-95.5,360
2024-05-27,31.0,-95.0,1800
2024-05-27,31.0,-94.5,450
2024-05-27,31.0,-94.0,900
2024-05-27,31.0,-93.5,360
2024-05-27,31.0,-93.0,360
2024-05-27,31.0,-92.5,1260
2024-05-27,31.0,-92.0,2070
2024-05-27,31.0,-91.5,360
2024-05-27,31.0,-91.0,540
2024-05-27,31.0,-90.5,270
2024-05-27,31.0,-89.5,180
2024-05-27,31.0,-89.0,3150
2024-05-27,31.0,-88.5,1170
2024-05-27,31.0,-88.0,1440
2024-05-27,31.0,-87.5,540
2024-05-27,31.0,-87.0,270
2024-05-27,31.0,-86.5,180
2024-05-27,31.0,-86.0,90
2024-05-27,31.0,-85.5,180
2024-05-27,31.0,-85.0,450
2024-05-27,31.0,-84.5,90
2024-05-27,31.5,-105.5,90
2024-05-27,31.5,-105.0,270
2024-05-27,31.5,-104.5,450
2024-05-27,31.5,-104.0,1260
2024-05-27,31.5,-102.5,90
2024-05-27,31.5,-101.0,810
2024-05-27,31.5,-100.0,270
2024-05-27,31.5,-99.5,540
2024-05-27,31.5,-99.0,90
2024-05-27,31.5,-98.5,720
2024-05-27,31.5,-98.0,180
2024-05-27,31.5,-97.5,90
2024-05-27,31.5,-96.5,90
2024-05-27,31.5,-96.0,900
2024-05-27,31.5,-95.5,270
2024-05-27,31.5,-95.0,2070
2024-05-27,31.5,-94.5,2610
2024-05-27,31.5,-94.0,1080
2024-05-27,31.5,-93.5,990
2024-05-27,31.5,-93.0,90
2024-05-27,31.5,-92.5,1080
2024-05-27,31.5,-92.0,1170
2024-05-27,31.5,-91.0,270
2024-05-27,31.5,-90.5,90
2024-05-27,31.5,-89.5,450
2024-05-27,31.5,-89.0,810
2024-05-27,31.5,-88.5,1260
2024-05-27,31.5,-88.0,1080
2024-05-27,31.5,-87.5,360
2024-05-27,31.5,-87.0,810
2024-05-27,31.5,-86.5,720
2024-05-27,31.5,-86.0,90
2024-05-27,31.5,-85.5,90
2024-05-27,32.0,-105.5,270
2024-05-27,32.0,-103.0,1620
2024-05-27,32.0,-102.5,2070
2024-05-27,32.0,-102.0,810
2024-05-27,32.0,-100.5,90
2024-05-27,32.0,-98.5,1440
2024-05-27,32.0,-97.5,1440
2024-05-27,32.0,-97.0,450
2024-05-27,32.0,-96.5,1170
2024-05-27,32.0,-96.0,270
2024-05-27,32.0,-95.5,810
2024-05-27,32.0,-95.0,2610
2024-05-27,32.0,-94.5,2880
2024-05-27,32.0,-94.0,1350
2024-05-27,32.0,-93.5,1620
2024-05-27,32.0,-93.0,3060
2024-05-27,32.0,-92.5,1530
2024-05-27,32.0,-92.0,450
2024-05-27,32.0,-91.0,630
2024-05-27,32.0,-90.5,270
2024-05-27,32.0,-90.0,180
2024-05-27,32.0,-88.5,450
2024-05-27,32.0,-88.0,270
2024-05-27,32.0,-87.5,90
2024-05-27,32.0,-86.5,360
2024-05-27,32.0,-86.0,90
2024-05-27,32.0,-85.0,90
2024-05-27,32.5,-105.5,180
2024-05-27,32.5,-103.5,1980
2024-05-27,32.5,-103.0,1350
2024-05-27,32.5,-102.5,2070
2024-05-27,32.5,-102.0,720
2024-05-27,32.5,-101.0,900
2024-05-27,32.5,-100.5,900
2024-05-27,32.5,-100.0,90
2024-05-27,32.5,-99.5,90
2024-05-27,32.5,-97.5,630
2024-05-27,32.5,-97.0,2790
2024-05-27,32.5,-96.5,1980
2024-05-27,32.5,-96.0,1620
2024-05-27,32.5,-95.5,810
2024-05-27,32.5,-95.0,180
2024-05-27,32.5,-94.5,180
2024-05-27,32.5,-94.0,180
2024-05-27,32.5,-93.5,270
2024-05-27,32.5,-93.0,810
2024-05-27,32.5,-92.5,90
2024-05-27,32.5,-91.0,180
2024-05-27,32.5,-90.5,1620
2024-05-27,32.5,-90.0,2070
2024-05-27,32.5,-89.5,450
2024-05-27,32.5,-89.0,180
2024-05-27,32.5,-88.5,1350
2024-05-27,32.5,-88.0,270
2024-05-27,32.5,-87.5,90
2024-05-27,32.5,-86.5,180
2024-05-27,32.5,-86.0,180
2024-05-27,33.0,-104.0,270
2024-05-27,33.0,-103.5,3960
2024-05-27,33.0,-103.0,1980
2024-05-27,33.0,-102.5,1980
2024-05-27,33.0,-102.0,1890
2024-05-27,33.0,-101.5,2970
2024-05-27,33.0,-101.0,810
2024-05-27,33.0,-100.0,1350
2024-05-27,33.0,-99.5,360
2024-05-27,33.0,-99.0,360
2024-05-27,33.0,-98.5,630
2024-05-27,33.0,-98.0,900
2024-05-27,33.0,-97.5,2970
2024-05-27,33.0,-97.0,810
2024-05-27,33.0,-96.5,1080
2024-05-27,33.0,-96.0,360
2024-05-27,33.0,-95.5,540
2024-05-27,33.0,-95.0,900
2024-05-27,33.0,-94.0,180
2024-05-27,33.0,-90.5,180
2024-05-27,33.0,-90.0,90
2024-05-27,33.0,-89.0,90
2024-05-27,33.5,-105.5,180
2024-05-27,33.5,-104.5,90
2024-05-27,33.5,-104.0,1530
2024-05-27,33.5,-103.5,2610
2024-05-27,33.5,-103.0,2160
2024-05-27,33.5,-102.5,3060
2024-05-27,33.5,-102.0,2250
2024-05-27,33.5,-101.5,1890
2024-05-27,33.5,-101.0,1080
2024-05-27,33.5,-100.5,1440
2024-05-27,33.5,-100.0,2070
2024-05-27,33.5,-99.5,720
2024-05-27,33.5,-99.0,1080
2024-05-27,33.5,-98.5,900
2024-05-27,33.5,-98.0,1530
2024-05-27,33.5,-97.5,990
2024-05-27,33.5,-97.0,1080
2024-05-27,33.5,-96.5,540
2024-05-27,33.5,-96.0,1080
2024-05-27,33.5,-95.5,180
2024-05-27,33.5,-95.0,810
2024-05-27,33.5,-89.0,180
2024-05-27,33.5,-88.5,990
2024-05-27,33.5,-88.0,270
2024-05-27,33.5,-87.5,90
2024-05-27,33.5,-85.5,90
2024-05-27,33.5,-84.5,180
2024-05-27,33.5,-84.0,270
2024-05-27,34.0,-105.5,180
2024-05-27,34.0,-104.5,1080
2024-05-27,34.0,-104.0,1260
2024-05-27,34.0,-103.5,540
2024-05-27,34.0,-103.0,1080
2024-05-27,34.0,-102.5,1260
2024-05-27,34.0,-102.0,630
2024-05-27,34.0,-101.5,90
2024-05-27,34.0,-101.0,270
2024-05-27,34.0,-100.5,90
2024-05-27,34.0,-100.0,450
2024-05-27,34.0,-99.5,720
2024-05-27,34.0,-99.0,1170
2024-05-27,34.0,-98.5,1800
2024-05-27,34.0,-98.0,1260
2024-05-27,34.0,-97.5,810
2024-05-27,34.0,-97.0,360
