month,lat_bin,lon_bin,n,power_MW
8,31.5,-83.0,3,178.01741
8,31.5,-82.5,1,30.984045
8,31.5,-82.0,1,32.911655
8,32.0,-116.5,29,6249.0215
8,32.0,-116.0,24,7160.6675
8,32.0,-115.5,105,14519.499
8,32.0,-115.0,17,1224.5172
8,32.0,-114.0,15,1221.5015
8,32.0,-113.5,177,15071.036
8,32.0,-113.0,18,1291.731
8,32.0,-112.5,2,146.1088
8,32.0,-112.0,2,169.70401
8,32.0,-108.5,2,65.7374
8,32.0,-107.0,6,253.80559
8,32.0,-106.0,1,53.471264
8,32.0,-104.0,1,53.97408
8,32.0,-103.0,1,24.760931
8,32.0,-102.0,4,415.66022
8,32.0,-101.5,1,59.150314
8,32.0,-101.0,2,131.34367
8,32.0,-100.5,4,324.98828
8,32.0,-100.0,4,758.8548
8,32.0,-99.5,5,267.5527
8,32.0,-99.0,2,167.79247
8,32.0,-98.5,8,350.31232
8,32.0,-98.0,3,158.01028
8,32.0,-97.5,1,35.871834
8,32.0,-96.0,2,122.68594
8,32.0,-95.5,2,135.0104
8,32.0,-95.0,2,60.167603
8,32.0,-94.5,2,148.62128
8,32.0,-94.0,1,29.60313
8,32.0,-93.5,6,422.34537
8,32.0,-93.0,2,78.654465
8,32.0,-92.0,5,262.10327
8,32.0,-91.5,13,785.4507
8,32.0,-91.0,7,1070.2362
8,32.0,-90.5,2,69.97046
8,32.0,-90.0,3,162.8466
8,32.0,-89.5,5,360.7086
8,32.0,-89.0,5,409.28268
8,32.0,-88.5,2,157.10059
8,32.0,-88.0,2,112.68325
8,32.0,-87.5,3,93.112656
8,32.0,-86.5,2,285.07767
8,32.0,-86.0,10,1101.4722
8,32.0,-85.5,6,402.33228
8,32.0,-85.0,8,1761.088
8,32.0,-84.5,14,1079.19
8,32.0,-84.0,4,270.75055
8,32.0,-83.5,3,97.88294
8,32.0,-83.0,5,592.6086
8,32.0,-82.5,8,304.22485
8,32.0,-82.0,1,45.732403
8,32.0,-81.5,1,33.470127
8,32.0,-81.0,1,36.173473
8,32.5,-117.0,2,359.89896
8,32.5,-116.5,13,1898.5717
8,32.5,-116.0,47,4917.037
8,32.5,-115.5,29,3657.2505
8,32.5,-115.0,86,5754.9873
8,32.5,-114.5,26,1829.9475
8,32.5,-114.0,17,1211.4248
8,32.5,-113.5,111,8560.4375
8,32.5,-113.0,39,2969.6128
8,32.5,-112.0,17,1119.7135
8,32.5,-111.5,1,78.624825
8,32.5,-109.5,1,48.861282
8,32.5,-103.0,1,51.068314
8,32.5,-102.5,2,178.59824
8,32.5,-101.5,1,39.570717
8,32.5,-101.0,1,23.60762
8,32.5,-100.0,1,44.001926
8,32.5,-99.5,5,289.19293
8,32.5,-99.0,2,163.1336
8,32.5,-98.5,3,256.39178
8,32.5,-98.0,5,913.7723
8,32.5,-97.5,5,1387.9283
8,32.5,-96.5,6,186.66006
8,32.5,-96.0,1,57.79927
8,32.5,-95.5,2,61.17765
8,32.5,-95.0,1,25.733446
8,32.5,-94.5,1,32.294212
8,32.5,-94.0,1,28.895777
8,32.5,-93.5,4,298.33566
8,32.5,-93.0,2,122.110596
8,32.5,-92.0,23,2003.5271
8,32.5,-91.5,22,2002.3995
8,32.5,-91.0,63,7111.562
8,32.5,-90.0,1,37.63339
8,32.5,-89.5,10,734.8097
8,32.5,-89.0,1,29.004025
8,32.5,-88.5,4,176.07816
8,32.5,-88.0,2,239.2472
8,32.5,-87.5,2,54.32801
8,32.5,-87.0,5,441.24185
8,32.5,-86.5,4,201.89696
8,32.5,-86.0,7,581.90924
8,32.5,-85.5,2,474.55502
8,32.5,-85.0,1,38.225117
8,32.5,-84.5,1,122.4581
8,32.5,-84.0,2,156.80472
8,32.5,-83.5,8,1247.9558
8,32.5,-82.5,1,46.050816
8,32.5,-82.0,2,100.65592
8,32.5,-81.5,1,27.366697
8,33.0,-117.0,12,923.9059
8,33.0,-116.5,2,307.18396
8,33.0,-116.0,10,861.43604
8,33.0,-115.5,93,6705.412
8,33.0,-115.0,47,3591.3064
8,33.0,-114.5,52,3764.0527
8,33.0,-114.0,121,8452.094
8,33.0,-113.5,162,11820.689
8,33.0,-113.0,63,3716.2625
8,33.0,-112.5,14,1291.574
8,33.0,-112.0,3,242.05609
8,33.0,-111.5,10,622.8959
8,33.0,-111.0,10,587.7124
8,33.0,-110.5,9,1522.2535
8,33.0,-110.0,1,127.564384
8,33.0,-109.5,1,55.76025
8,33.0,-109.0,2,160.11385
8,33.0,-108.5,8,1758.2483
8,33.0,-106.0,2,145.47452
8,33.0,-105.5,1,109.13762
8,33.0,-103.5,1,44.876778
8,33.0,-103.0,1,51.57565
8,33.0,-102.0,2,61.62996
8,33.0,-101.0,2,66.454666
8,33.0,-100.5,2,52.74433
8,33.0,-100.0,3,137.06232
8,33.0,-99.5,15,2063.4785
8,33.0,-99.0,7,355.48044
8,33.0,-98.5,8,890.99225
8,33.0,-97.0,1,37.218132
8,33.0,-95.0,2,132.81775
8,33.0,-94.5,3,280.53403
8,33.0,-93.5,11,927.4421
8,33.0,-93.0,1,61.247578
8,33.0,-92.5,1,50.183746
8,33.0,-92.0,6,1089.5151
8,33.0,-91.5,37,3395.031
8,33.0,-91.0,47,4906.3936
8,33.0,-90.5,15,1231.9491
8,33.0,-90.0,1,54.15994
8,33.0,-89.5,2,73.9261
8,33.0,-89.0,1,24.158834
8,33.0,-88.5,3,138.67021
8,33.0,-88.0,1,26.418936
8,33.0,-87.5,2,65.729095
8,33.0,-87.0,10,1259.9027
8,33.0,-86.5,8,1205.5714
8,33.0,-86.0,14,1271.9585
8,33.0,-85.5,14,2071.0496
8,33.0,-85.0,1,59.70762
8,33.0,-83.5,1,29.968348
8,33.0,-83.0,2,196.34921
8,33.0,-82.5,6,689.1858
8,33.5,-117.5,25,14354.392
8,33.5,-116.5,19,2431.6533
8,33.5,-116.0,6,506.6554
8,33.5,-115.5,26,2075.5334
8,33.5,-115.0,46,3437.896
8,33.5,-114.5,21,1689.9318
8,33.5,-114.0,9,735.0593
8,33.5,-113.5,17,914.5487
8,33.5,-113.0,26,1301.8419
8,33.5,-112.5,4,262.70316
8,33.5,-112.0,18,864.76
8,33.5,-111.5,7,355.84097
8,33.5,-111.0,10,2104.7178
8,33.5,-110.5,35,10607.306
8,33.5,-110.0,4,879.85565
8,33.5,-109.5,4,889.53864
8,33.5,-108.5,7,1010.2819
8,33.5,-108.0,1,146.46196
8,33.5,-105.0,1,40.574276
8,33.5,-102.0,1,31.255081
8,33.5,-101.5,1,24.763638
8,33.5,-101.0,7,400.67474
8,33.5,-100.5,6,528.8951
8,33.5,-100.0,1,35.612064
8,33.5,-99.5,6,2179.3137
8,33.5,-99.0,1,21.816072
8,33.5,-98.5,17,2584.5793
8,33.5,-97.5,2,219.96304
8,33.5,-96.5,3,104.156265
8,33.5,-96.0,6,533.0531
8,33.5,-95.5,10,835.04956
8,33.5,-95.0,2,102.77875
8,33.5,-94.5,5,276.88275
8,33.5,-94.0,9,1038.2852
8,33.5,-93.5,8,339.3855
8,33.5,-93.0,13,439.8573
8,33.5,-92.5,21,2575.2966
8,33.5,-92.0,3,202.23389
8,33.5,-91.5,21,1593.8348
8,33.5,-91.0,11,1008.47003
8,33.5,-90.5,41,4818.1772
8,33.5,-90.0,14,1020.31934
8,33.5,-89.5,2,160.24916
8,33.5,-89.0,1,52.749744
8,33.5,-88.5,3,121.017136
8,33.5,-88.0,4,617.07733
8,33.5,-86.5,6,1132.521
8,33.5,-86.0,10,1119.0922
8,33.5,-85.5,3,224.97978
8,33.5,-83.5,1,58.8484
8,33.5,-82.5,2,88.38161
8,33.5,-80.5,1,54.352566
8,34.0,-118.0,5,875.1588
8,34.0,-117.5,2,1223.6366
8,34.0,-117.0,19,15092.535
8,34.0,-116.5,14,1135.9095
8,34.0,-116.0,22,1831.4216
8,34.0,-115.5,22,1668.0823
8,34.0,-115.0,5,405.43704
8,34.0,-114.5,38,2944.8416
8,34.0,-114.0,17,1515.512
8,34.0,-113.5,6,528.34735
8,34.0,-113.0,4,245.06593
8,34.0,-112.5,4,536.6063
8,34.0,-112.0,3,528.7299
8,34.0,-111.5,17,1604.794
8,34.0,-111.0,17,3279.87
8,34.0,-110.5,16,6911.971
8,34.0,-106.0,1,30.510952
8,34.0,-105.0,1,40.860085
8,34.0,-104.0,2,62.36853
8,34.0,-103.0,1,176.61198
8,34.0,-102.5,1,34.76695
8,34.0,-102.0,1,28.391352
8,34.0,-101.0,2,70.60364
8,34.0,-100.5,11,3420.4753
8,34.0,-100.0,19,4422.7485
8,34.0,-99.5,13,886.18774
8,34.0,-99.0,4,364.91943
8,34.0,-98.5,11,1857.8129
8,34.0,-98.0,4,578.1934
8,34.0,-97.0,1,63.376358
8,34.0,-96.0,1,45.061054
8,34.0,-95.5,8,619.09863
8,34.0,-95.0,30,4226.828
8,34.0,-94.5,6,417.07587
8,34.0,-94.0,7,542.8423
8,34.0,-93.5,2,291.91925
8,34.0,-93.0,7,505.93176
8,34.0,-92.5,7,303.21832
8,34.0,-92.0,20,2027.2572
8,34.0,-91.5,45,3937.0857
8,34.0,-91.0,9,592.0093
8,34.0,-90.5,15,1341.6722
8,34.0,-90.0,2,101.315186
8,34.0,-89.5,1,50.06625
8,34.0,-88.5,1,39.339054
8,34.0,-88.0,6,287.9854
8,34.0,-87.5,1,63.25832
8,34.0,-87.0,2,64.52152
8,34.0,-83.0,1,142.04227
8,34.0,-80.5,1,49.296867
8,34.5,-118.5,28,15717.555
8,34.5,-117.5,1,57.99042
8,34.5,-117.0,4,862.8522
8,34.5,-116.0,3,255.28731
8,34.5,-115.5,8,647.53503
8,34.5,-115.0,11,1072.5071
8,34.5,-114.5,8,787.25745
8,34.5,-114.0,9,668.32245
8,34.5,-113.5,4,256.28104
8,34.5,-113.0,7,1221.1868
8,34.5,-112.0,2,148.38086
8,34.5,-111.5,1,136.76364
8,34.5,-111.0,4,402.07877
8,34.5,-110.5,4,515.1673
8,34.5,-105.5,3,162.75182
8,34.5,-103.0,1,53.713814
8,34.5,-101.0,9,2547.2222
8,34.5,-100.5,2,62.029755
8,34.5,-100.0,2,108.151886
8,34.5,-98.5,8,652.10425
8,34.5,-98.0,1,37.804985
8,34.5,-97.5,4,164.06422
8,34.5,-97.0,1,70.40579
8,34.5,-96.5,1,48.798336
8,34.5,-95.5,3,258.0331
8,34.5,-95.0,6,579.7624
8,34.5,-94.5,1,63.200596
8,34.5,-94.0,1,37.318573
8,34.5,-93.5,1,37.66487
8,34.5,-93.0,6,388.16342
8,34.5,-92.5,4,227.25407
8,34.5,-92.0,22,2309.5037
8,34.5,-91.5,17,1082.3127
8,34.5,-91.0,19,2499.5825
8,34.5,-90.5,7,854.6665
8,34.5,-90.0,3,154.39192
8,34.5,-89.5,2,69.105484
8,34.5,-88.5,2,67.00483
8,34.5,-85.5,1,42.1082
8,34.5,-85.0,2,54.56559
8,34.5,-84.0,1,31.574593
8,34.5,-83.0,1,64.93277
8,34.5,-82.5,1,25.762177
8,34.5,-80.5,1,48.825436
8,34.5,-80.0,1,90.602646
8,34.5,-79.5,2,86.669846
8,34.5,-79.0,1,36.68322
8,34.5,-77.5,1,29.317785
8,35.0,-120.5,16,11020.894
8,35.0,-120.0,35,16687.979
8,35.0,-118.5,2,538.41504
8,35.0,-117.5,6,270.1931
8,35.0,-117.0,1,86.2394
8,35.0,-116.0,5,352.34158
8,35.0,-115.5,1,107.9333
8,35.0,-115.0,1,43.855743
8,35.0,-114.5,7,529.42474
8,35.0,-114.0,2,608.6425
8,35.0,-113.5,1,217.5063
8,35.0,-113.0,25,11010.971
8,35.0,-112.0,11,4538.614
8,35.0,-111.5,3,284.33707
8,35.0,-103.5,1,53.288395
8,35.0,-103.0,1,133.4047
8,35.0,-102.5,1,44.44723
8,35.0,-101.5,2,92.37814
8,35.0,-101.0,20,2802.5757
8,35.0,-100.0,5,368.40442
8,35.0,-99.5,2,101.37832
8,35.0,-99.0,11,1602.0941
8,35.0,-98.5,2,148.72824
8,35.0,-98.0,4,426.26538
8,35.0,-96.5,1,38.74819
8,35.0,-95.0,1,98.422966
8,35.0,-94.0,3,190.99942
8,35.0,-93.0,4,471.88416
8,35.0,-92.5,5,228.9466
8,35.0,-92.0,5,372.19113
8,35.0,-91.5,4,262.1803
8,35.0,-91.0,2,71.77254
8,35.0,-90.5,10,548.41376
8,35.0,-90.0,6,638.4323
8,35.0,-88.0,1,32.725864
8,35.0,-87.5,2,56.94983
8,35.0,-85.5,1,30.117733
8,35.0,-85.0,3,114.120514
8,35.0,-80.5,2,74.26222
8,35.0,-80.0,11,1437.3878
8,35.0,-79.5,1,28.947866
8,35.0,-78.5,2,50.80735
8,35.0,-76.5,1,24.45776
8,35.5,-120.5,13,9863.663
8,35.5,-120.0,4,985.5433
8,35.5,-119.5,7,5331.9814
8,35.5,-119.0,4,654.37054
8,35.5,-118.5,27,20659.74
8,35.5,-117.0,1,79.31291
8,35.5,-116.0,1,85.96964
8,35.5,-115.5,10,2524.7532
8,35.5,-115.0,12,932.0922
8,35.5,-114.5,7,518.1039
8,35.5,-111.5,2,162.68869
8,35.5,-108.0,1,69.582504
8,35.5,-107.5,1,166.35414
8,35.5,-105.5,1,59.575092
8,35.5,-103.5,1,47.258602
8,35.5,-102.0,6,1767.0222
8,35.5,-100.0,2,155.28534
8,35.5,-96.5,2,67.61478
8,35.5,-96.0,2,109.467804
8,35.5,-94.5,2,295.8001
8,35.5,-93.5,1,46.874233
8,35.5,-93.0,3,146.59087
8,35.5,-92.5,1,47.571247
8,35.5,-92.0,2,104.00505
8,35.5,-91.5,3,112.493835
8,35.5,-91.0,1,42.121506
8,35.5,-90.5,6,471.1643
8,35.5,-90.0,17,1687.8931
8,35.5,-88.5,2,64.08659
8,35.5,-88.0,1,25.523193
8,35.5,-85.0,3,124.132904
8,35.5,-84.0,1,71.46025
8,35.5,-82.5,1,29.069502
8,35.5,-80.5,2,74.56702
8,35.5,-80.0,10,861.9351
8,35.5,-79.5,10,1445.3486
8,35.5,-77.0,3,486.61557
8,35.5,-76.0,2,184.82916
8,36.0,-121.5,9,4143.0825
8,36.0,-121.0,2,320.70123
8,36.0,-120.5,2,346.4217
8,36.0,-118.5,48,31981.578
8,36.0,-118.0,2,1047.1338
8,36.0,-117.5,16,14256.498
8,36.0,-117.0,3,285.99918
8,36.0,-115.0,26,2420.803
8,36.0,-114.0,7,620.66473
8,36.0,-113.0,1,101.06195
8,36.0,-112.0,19,6442.7686
8,36.0,-109.0,1,79.41624
8,36.0,-100.5,2,401.09485
8,36.0,-100.0,2,249.83083
8,36.0,-99.5,5,402.05228
8,36.0,-99.0,2,144.44543
8,36.0,-98.0,2,102.02231
8,36.0,-97.5,5,401.14948
8,36.0,-96.5,1,53.075775
8,36.0,-95.5,1,51.49998
8,36.0,-94.5,1,27.893293
8,36.0,-93.0,1,72.79996
8,36.0,-92.0,2,234.01001
8,36.0,-91.5,1,51.14282
8,36.0,-91.0,3,153.06683
8,36.0,-90.5,25,3694.9421
8,36.0,-90.0,8,1055.7168
8,36.0,-89.5,1,39.878876
8,36.0,-87.0,3,107.95607
8,36.0,-85.5,1,38.9156
8,36.0,-85.0,1,72.1989
8,36.0,-80.0,1,41.821526
8,36.0,-79.0,1,28.375711
8,36.0,-76.5,2,58.36674
8,36.0,-76.0,2,98.958206
8,36.5,-121.5,38,24524.943
8,36.5,-119.5,3,413.21402
8,36.5,-119.0,9,4158.5684
8,36.5,-118.5,37,13641.089
8,36.5,-117.5,1,126.47108
8,36.5,-117.0,3,440.18207
8,36.5,-116.5,5,685.7559
8,36.5,-115.5,1,67.683754
8,36.5,-115.0,2,155.94102
8,36.5,-114.5,4,259.33752
8,36.5,-113.0,2,1182.4639
8,36.5,-112.5,1,229.45795
8,36.5,-112.0,42,15083.622
8,36.5,-104.0,2,92.01875
8,36.5,-102.0,1,58.145157
8,36.5,-101.5,1,142.4777
8,36.5,-101.0,8,837.1148
8,36.5,-100.5,1,55.259487
8,36.5,-99.0,1,55.513443
8,36.5,-98.0,10,837.2115
8,36.5,-97.5,10,783.2007
8,36.5,-96.5,1,112.863495
8,36.5,-95.5,1,43.223297
8,36.5,-92.5,1,36.127865
8,36.5,-92.0,1,34.254436
8,36.5,-91.5,2,170.29465
8,36.5,-90.0,5,278.90887
8,36.5,-89.5,1,31.675764
8,36.5,-89.0,2,96.33864
8,36.5,-86.5,1,38.03798
8,36.5,-80.5,1,21.391817
8,36.5,-80.0,1,21.18993
8,36.5,-79.5,2,61.54275
8,36.5,-79.0,2,101.62569
8,36.5,-78.5,1,53.11244
8,36.5,-77.5,4,381.74365
8,36.5,-77.0,1,61.77562
8,37.0,-122.5,3,1708.4327
8,37.0,-122.0,3,2452.8723
8,37.0,-121.5,31,24139.34
8,37.0,-121.0,3,908.6706
8,37.0,-120.0,9,1323.249
8,37.0,-119.0,26,10443.825
8,37.0,-117.0,1,100.83887
8,37.0,-116.0,2,168.62305
8,37.0,-115.5,3,226.87228
8,37.0,-115.0,2,151.41347
8,37.0,-113.5,2,96.43749
8,37.0,-110.5,1,55.807903
8,37.0,-107.5,7,1264.0232
8,37.0,-107.0,5,686.4574
8,37.0,-106.0,1,55.54539
8,37.0,-104.5,7,3030.7454
8,37.0,-104.0,1,128.14476
8,37.0,-103.5,4,1379.0608
8,37.0,-102.5,3,142.17133
8,37.0,-102.0,2,408.79785
8,37.0,-101.5,1,62.924824
8,37.0,-99.0,7,1580.0837
8,37.0,-98.5,6,763.6619
8,37.0,-98.0,29,2470.3706
8,37.0,-97.5,32,4340.056
8,37.0,-97.0,2,158.78424
8,37.0,-96.5,50,6651.4443
8,37.0,-96.0,1,46.352245
8,37.0,-94.5,1,31.479614
8,37.0,-94.0,2,155.10947
8,37.0,-92.0,1,36.484524
8,37.0,-91.5,2,103.746605
8,37.0,-90.0,4,531.73987
8,37.0,-89.5,6,1490.4569
8,37.0,-87.5,1,43.848545
8,37.0,-87.0,1,44.0167
8,37.0,-80.5,1,24.19205
8,37.0,-78.5,1,42.94302
8,37.0,-78.0,1,45.67395
8,37.5,-122.0,2,650.37427
8,37.5,-121.5,52,46944.324
8,37.5,-121.0,1,628.00244
8,37.5,-120.0,6,2189.5288
8,37.5,-119.5,12,2356.5764
8,37.5,-119.0,15,2549.7725
8,37.5,-116.0,14,12032.427
8,37.5,-115.0,2,142.50696
8,37.5,-113.5,1,177.56941
8,37.5,-112.5,4,1657.1393
8,37.5,-111.0,1,62.382015
8,37.5,-109.0,5,871.6223
8,37.5,-108.5,11,2211.4949
8,37.5,-108.0,6,1673.1199
8,37.5,-107.5,2,259.00616
8,37.5,-107.0,1,164.37738
8,37.5,-106.5,1,41.61048
8,37.5,-105.0,1,38.032265
8,37.5,-103.5,3,176.76012
8,37.5,-103.0,2,196.07806
8,37.5,-101.5,1,140.3231
8,37.5,-99.0,1,84.56499
8,37.5,-98.5,11,1143.9443
8,37.5,-98.0,11,1518.5046
8,37.5,-97.5,13,1355.683
8,37.5,-97.0,1,64.225266
8,37.5,-96.5,15,1554.3916
8,37.5,-95.5,1,23.373884
8,37.5,-94.0,2,90.028564
8,37.5,-92.0,2,72.09958
8,37.5,-91.5,1,35.756325
8,37.5,-89.5,1,37.11434
8,37.5,-88.0,1,24.90428
8,37.5,-87.0,1,23.283377
8,37.5,-83.0,1,34.370667
8,37.5,-82.5,1,79.592155
8,37.5,-80.0,1,26.603931
8,37.5,-79.5,1,25.911379
8,37.5,-77.5,1,23.76448
8,38.0,-122.0,2,775.5315
8,38.0,-121.0,1,201.6687
8,38.0,-120.5,1,99.380554
8,38.0,-120.0,7,3074.4148
8,38.0,-119.5,12,2544.5815
8,38.0,-112.5,10,10730.9795
8,38.0,-111.5,1,48.500614
8,38.0,-108.0,1,142.58563
8,38.0,-104.5,1,64.71812
8,38.0,-103.5,1,38.86089
8,38.0,-102.5,1,158.03415
8,38.0,-101.0,2,472.08667
8,38.0,-98.5,2,182.80002
8,38.0,-98.0,1,43.972603
8,38.0,-97.5,1,40.342987
8,38.0,-97.0,1,75.333405
8,38.0,-96.5,9,792.9771
8,38.0,-96.0,1,30.963535
8,38.0,-95.0,1,33.767864
8,38.0,-93.5,1,30.275614
8,38.0,-91.5,1,64.782524
8,38.0,-91.0,1,39.132248
8,38.0,-87.0,5,301.15637
8,38.0,-84.5,1,33.5738
8,38.0,-83.0,1,25.694853
8,38.0,-82.0,1,38.383984
8,38.0,-81.5,2,108.245094
8,38.0,-81.0,1,26.004282
8,38.0,-77.0,2,248.7664
8,38.5,-123.0,6,2724.588
8,38.5,-122.5,48,34973.547
8,38.5,-122.0,23,14001.507
8,38.5,-121.5,1,188.77563
8,38.5,-121.0,1,154.3
8,38.5,-120.5,66,57591.812
8,38.5,-120.0,51,36632.875
8,38.5,-119.5,6,2507.0083
8,38.5,-113.0,2,420.54675
8,38.5,-112.0,16,5705.304
8,38.5,-109.0,12,2119.2578
8,38.5,-108.5,21,10725.905
8,38.5,-106.5,1,38.03048
8,38.5,-100.5,3,1039.537
8,38.5,-98.0,13,1472.1871
8,38.5,-97.5,7,968.21906
8,38.5,-97.0,5,565.1329
8,38.5,-96.5,2,70.92244
8,38.5,-94.0,1,31.11743
8,38.5,-93.5,1,58.245182
8,38.5,-88.0,2,100.18877
8,38.5,-86.0,1,33.027927
8,38.5,-83.0,1,22.557676
8,38.5,-80.0,1,32.34611
8,39.0,-123.0,29,16388.662
8,39.0,-122.5,50,41575.414
8,39.0,-122.0,5,1817.3527
8,39.0,-120.5,9,2720.1726
8,39.0,-120.0,5,4162.3794
8,39.0,-115.5,3,958.397
8,39.0,-114.0,1,47.280346
8,39.0,-111.5,2,484.22754
8,39.0,-111.0,1,53.82295
8,39.0,-109.0,2,399.32312
8,39.0,-108.5,1,75.68931
8,39.0,-108.0,1,70.96436
8,39.0,-100.5,2,277.6015
8,39.0,-98.5,3,337.3824
8,39.0,-98.0,1,40.73732
8,39.0,-97.5,14,1890.5889
8,39.0,-97.0,21,3438.4805
8,39.0,-96.5,2,508.2575
8,39.0,-96.0,2,150.51167
8,39.0,-95.0,1,46.218166
8,39.0,-88.5,4,162.39912
8,39.0,-86.0,2,77.52573
8,39.0,-83.0,1,25.825686
8,39.0,-79.5,2,47.721657
8,39.0,-78.5,1,20.303783
8,39.0,-77.5,2,60.07962
8,39.5,-123.0,52,52609.055
8,39.5,-122.5,28,26162.902
8,39.5,-122.0,2,141.90042
8,39.5,-120.0,8,11647.061
8,39.5,-112.5,1,83.87416
8,39.5,-112.0,1,60.628098
8,39.5,-111.5,1,187.0891
8,39.5,-111.0,2,185.00116
8,39.5,-110.0,4,1621.3165
8,39.5,-108.5,82,76144.78
8,39.5,-108.0,1,107.928406
8,39.5,-107.5,33,29408.83
8,39.5,-107.0,18,11602.959
8,39.5,-102.0,1,192.8843
8,39.5,-101.0,1,50.140594
8,39.5,-98.5,2,133.8961
8,39.5,-98.0,2,81.05415
8,39.5,-97.5,1,53.933994
8,39.5,-97.0,5,1037.2865
8,39.5,-96.0,1,132.22273
8,39.5,-95.5,1,62.850163
8,39.5,-95.0,1,93.88916
8,39.5,-90.0,1,33.038353
8,39.5,-85.0,1,33.984318
8,39.5,-84.5,2,64.37785
8,39.5,-83.0,1,31.440277
8,39.5,-80.0,3,83.19136
8,39.5,-79.5,1,43.051384
8,40.0,-123.0,20,17451.578
8,40.0,-122.5,17,18486.828
8,40.0,-121.5,28,21143.574
8,40.0,-121.0,79,76741.95
8,40.0,-120.5,62,50649.75
8,40.0,-120.0,1,420.543
8,40.0,-115.0,25,22568.63
8,40.0,-114.5,6,6126.283
8,40.0,-112.5,3,1651.6995
8,40.0,-111.5,22,8679.138
8,40.0,-111.0,8,1597.8262
8,40.0,-109.5,1,320.99387
8,40.0,-109.0,1,49.92349
8,40.0,-108.5,10,3249.8481
8,40.0,-108.0,81,40080.387
8,40.0,-107.5,18,7910.8877
8,40.0,-107.0,6,1812.5784
8,40.0,-106.5,7,1728.8013
8,40.0,-106.0,17,5791.358
8,40.0,-105.5,1,45.402508
8,40.0,-105.0,1,87.233765
8,40.0,-104.5,2,308.89386
8,40.0,-104.0,4,1522.4064
8,40.0,-97.5,1,59.75522
8,40.0,-91.5,2,107.81763
8,40.0,-89.0,1,57.16724
8,40.0,-85.5,1,49.972843
8,40.0,-77.0,2,96.537796
8,40.0,-74.5,1,39.201252
8,40.5,-123.5,11,6055.562
8,40.5,-123.0,39,26892.654
8,40.5,-122.5,12,6363.51
8,40.5,-121.5,96,84903.24
8,40.5,-121.0,84,67192.78
8,40.5,-120.5,15,24940.299
8,40.5,-117.0,2,290.18533
8,40.5,-116.5,1,93.28957
8,40.5,-116.0,2,381.86533
8,40.5,-107.5,2,492.1314
8,40.5,-106.5,2,666.5426
8,40.5,-106.0,26,19530.932
8,40.5,-105.5,6,1995.0938
8,40.5,-104.0,1,59.824726
8,40.5,-101.0,2,189.68422
8,40.5,-100.5,1,106.11685
8,40.5,-99.0,1,59.867348
8,40.5,-92.0,1,34.138935
8,40.5,-89.0,1,63.1879
8,40.5,-87.0,3,175.85976
8,40.5,-86.0,1,59.826862
8,40.5,-85.5,1,36.90492
8,40.5,-83.0,2,75.265205
8,40.5,-82.0,1,45.498768
8,40.5,-78.5,1,58.52606
8,40.5,-76.5,1,50.58084
8,40.5,-76.0,3,146.47238
8,41.0,-123.5,27,16646.6
8,41.0,-123.0,40,21725.477
8,41.0,-122.5,27,13560.885
8,41.0,-122.0,1,115.83647
8,41.0,-120.5,2,1277.794
8,41.0,-120.0,31,44112.543
8,41.0,-119.5,1,442.36966
8,41.0,-117.5,1,581.10547
8,41.0,-117.0,15,10703.038
8,41.0,-114.5,3,1023.05457
8,41.0,-112.0,1,88.968155
8,41.0,-111.5,1,229.41942
8,41.0,-111.0,6,2106.89
8,41.0,-110.5,2,1336.1516
8,41.0,-104.0,1,59.88345
8,41.0,-98.5,1,50.43745
8,41.0,-92.5,1,30.388186
8,41.0,-84.0,1,48.09913
8,41.0,-83.5,1,35.301643
8,41.0,-73.0,1,21.924774
8,41.5,-123.5,21,10852.882
8,41.5,-123.0,5,967.6352
8,41.5,-122.0,15,11185.636
8,41.5,-121.0,22,16766.89
8,41.5,-117.0,23,8616.7
8,41.5,-116.5,22,8277.827
8,41.5,-116.0,66,54284.94
8,41.5,-114.0,3,681.9469
8,41.5,-112.0,1,101.15643
8,41.5,-111.5,1,181.06984
8,41.5,-104.0,2,208.96616
8,41.5,-103.5,7,1070.9077
8,41.5,-99.0,1,33.837456
8,41.5,-97.5,1,41.955235
8,41.5,-96.5,2,116.74892
8,41.5,-92.5,1,33.434135
8,41.5,-89.5,2,224.06813
8,41.5,-80.5,1,34.32016
8,41.5,-78.5,1,31.341135
8,41.5,-76.0,1,22.570435
8,41.5,-73.5,1,29.461037
8,41.5,-71.0,1,47.493393
8,42.0,-124.0,12,5786.263
8,42.0,-123.5,4,882.4614
8,42.0,-123.0,1,183.64133
8,42.0,-120.5,3,3256.691
8,42.0,-116.5,1,173.40346
8,42.0,-116.0,34,29602.652
8,42.0,-115.5,1,132.94084
8,42.0,-114.5,1,334.60184
8,42.0,-114.0,5,4121.4004
8,42.0,-113.0,4,911.5597
8,42.0,-112.5,2,352.94775
8,42.0,-111.0,1,865.9158
8,42.0,-107.0,1,272.17258
8,42.0,-106.5,1,45.78311
8,42.0,-105.5,34,18584.947
8,42.0,-105.0,3,923.7676
8,42.0,-97.5,1,53.683075
8,42.0,-93.5,1,42.187366
8,42.0,-93.0,1,50.378326
8,42.0,-92.0,1,34.269123
8,42.0,-91.5,1,45.059456
8,42.0,-72.5,1,29.42794
8,42.5,-124.0,26,9587.097
8,42.5,-123.5,14,8143.5054
8,42.5,-123.0,2,429.30112
