date,lat_bin,lon_bin,fire_count,fire_power_MW,max_temp_K,max_power_MW
2024-06-27,19.0,-102.0,1,56.609814,,56.609814
2024-06-27,19.5,-105.0,1,60.23628,618.4282,60.23628
2024-06-27,19.5,-88.5,1,27.509203,621.23,27.509203
2024-06-27,20.5,-98.0,1,36.937046,519.48724,36.937046
2024-06-27,30.5,-92.5,1,50.146908,485.15186,50.146908
2024-06-27,31.5,-102.0,1,68.9738,893.8257,68.9738
2024-06-27,36.5,-119.5,3,820.8357,425.10605,320.1222
2024-06-27,37.0,-95.0,2,248.69763,658.97144,138.56535
2024-06-27,38.0,-119.0,2,1544.2435,,1233.2017
2024-06-27,38.0,-118.5,1,552.2962,,552.2962
2024-06-27,43.5,-121.5,1,135.64859,404.8344,135.64859
2024-06-27,43.5,-118.0,1,306.13843,435.98352,306.13843
2024-06-27,43.5,-117.5,3,823.27203,623.0978,453.6016
2024-06-28,15.5,-90.5,1,45.267548,795.8187,45.267548
2024-06-28,17.0,-101.0,1,56.01749,615.62646,56.01749
2024-06-28,17.5,-93.5,2,72.93013,501.63284,45.050144
2024-06-28,17.5,-92.0,2,240.97366,,148.27615
2024-06-28,19.5,-105.5,1,72.019325,532.8918,72.019325
2024-06-28,28.5,-96.5,1,32.55032,413.6243,32.55032
2024-06-28,36.0,-99.0,5,2016.7114,839.10876,730.2743
2024-06-28,37.0,-112.5,1,151.67787,,151.67787
2024-06-29,16.0,-91.0,1,89.41588,892.727,89.41588
2024-06-29,19.5,-105.0,1,58.760143,445.2129,58.760143
2024-06-29,30.5,-92.5,1,43.189213,558.93176,43.189213
2024-06-29,33.5,-117.5,2,171.7663,465.86908,86.50463
2024-06-29,36.0,-98.0,1,47.14898,424.00732,47.14898
2024-06-29,37.0,-98.0,2,273.58646,582.6095,168.26132
2024-06-29,45.5,-109.0,1,75.42877,469.87946,75.42877
2024-06-30,17.0,-101.0,1,60.56505,428.56708,60.56505
2024-06-30,36.5,-119.5,2,1132.7375,618.1535,786.9609
2024-06-30,44.0,-95.0,2,506.33765,736.26733,331.20166
2024-06-30,44.5,-94.5,1,53.292942,,53.292942
2024-06-30,45.5,-95.5,1,83.182594,501.19336,83.182594
2024-07-01,17.5,-71.5,1,71.56261,,71.56261
2024-07-01,31.0,-84.5,1,25.142765,555.30597,25.142765
2024-07-01,32.0,-87.5,1,27.510403,611.7809,27.510403
2024-07-01,33.0,-114.0,1,69.765785,441.0377,69.765785
2024-07-01,33.0,-113.5,1,66.59026,439.27972,66.59026
2024-07-01,33.0,-113.0,2,200.97159,467.2425,109.37194
2024-07-01,33.0,-112.5,2,210.06842,409.4491,109.320595
2024-07-01,33.0,-112.0,1,87.90527,400.6043,87.90527
2024-07-01,33.5,-113.0,1,74.98345,411.59164,74.98345
2024-07-02,17.5,-93.5,1,48.70581,441.86176,48.70581
2024-07-02,18.0,-94.5,1,35.54289,417.25012,35.54289
2024-07-02,20.5,-76.0,1,33.751286,574.8634,33.751286
2024-07-02,26.0,-109.0,1,44.46418,400.38455,44.46418
2024-07-02,27.0,-109.5,3,157.7446,518.93787,58.72721
2024-07-02,30.5,-93.0,1,28.946108,474.21945,28.946108
2024-07-02,31.0,-93.0,2,159.3424,710.1724,83.19436
2024-07-02,32.5,-114.0,2,169.67487,522.17914,91.50796
2024-07-02,35.0,-100.0,2,240.09647,689.51624,146.15181
2024-07-02,37.0,-90.0,1,54.920048,596.01404,54.920048
2024-07-02,37.0,-87.5,1,42.97687,416.26126,42.97687
2024-07-02,38.0,-122.0,1,194.08073,430.59973,194.08073
2024-07-02,39.5,-122.0,1,307.04572,559.9756,307.04572
2024-07-03,17.5,-92.5,1,22.83939,428.84174,22.83939
2024-07-03,37.0,-90.0,1,23.319456,599.2004,23.319456
2024-07-03,44.0,-95.0,2,391.71164,644.7978,263.21545
2024-07-03,45.5,-95.5,1,66.16373,774.9977,66.16373
2024-07-04,17.0,-101.0,1,40.03286,447.5202,40.03286
2024-07-04,17.5,-93.5,3,192.72379,641.5016,79.93627
2024-07-04,18.0,-103.0,2,62.07905,528.5518,35.102642
2024-07-04,18.0,-102.5,1,50.4272,588.6525,50.4272
2024-07-04,18.0,-94.5,1,20.13357,498.33664,20.13357
2024-07-04,18.0,-93.0,1,53.024513,496.57867,53.024513
2024-07-04,18.5,-103.5,1,102.80475,424.22708,102.80475
2024-07-04,19.5,-71.5,1,30.34989,475.0435,30.34989
2024-07-04,20.5,-105.0,1,49.9781,601.7824,49.9781
2024-07-04,21.0,-88.0,1,32.34733,437.0273,32.34733
2024-07-04,32.0,-92.0,1,40.14788,414.33847,40.14788
2024-07-04,48.0,-120.5,1,163.8417,491.6893,163.8417
2024-07-05,17.5,-93.5,1,69.85322,531.9579,69.85322
2024-07-05,18.0,-103.0,1,50.591644,461.36426,50.591644
2024-07-05,18.0,-102.0,1,132.60306,599.0355,132.60306
2024-07-05,18.0,-94.5,1,27.165567,496.0293,27.165567
2024-07-05,19.0,-104.0,1,77.115,490.206,77.115
2024-07-05,19.0,-103.5,1,88.22387,453.5083,88.22387
2024-07-05,19.0,-102.0,1,55.93828,435.6539,55.93828
2024-07-05,27.0,-99.0,1,33.95468,466.8579,33.95468
2024-07-05,32.5,-116.5,1,223.33356,478.77917,223.33356
2024-07-05,33.0,-109.0,1,46.085804,549.5925,46.085804
2024-07-05,33.5,-110.5,1,42.16853,478.065,42.16853
2024-07-05,34.0,-111.0,2,291.98032,1037.54,195.10973
2024-07-05,44.5,-94.5,1,62.259586,570.74316,62.259586
2024-07-05,45.0,-95.0,1,63.45744,586.8396,63.45744
2024-07-06,17.5,-93.5,1,46.399742,,46.399742
2024-07-06,18.0,-94.5,1,21.11219,447.5202,21.11219
2024-07-06,18.5,-102.5,1,43.64227,457.84833,43.64227
2024-07-06,20.5,-98.5,1,73.302986,788.4022,73.302986
2024-07-06,21.0,-98.5,1,41.672523,653.5327,41.672523
2024-07-06,25.5,-109.0,2,48.195927,516.46576,27.182627
2024-07-06,25.5,-108.5,1,28.690401,407.96582,28.690401
2024-07-06,28.5,-96.5,1,33.88882,424.77643,33.88882
2024-07-06,32.5,-117.0,1,106.6747,514.5979,106.6747
2024-07-06,34.5,-120.5,6,1672.6714,695.50433,334.55435
2024-07-06,36.0,-98.0,1,76.79322,1027.4316,76.79322
2024-07-06,36.5,-99.5,2,371.83698,877.17993,262.61566
2024-07-06,36.5,-97.5,4,685.2607,813.78296,199.07832
2024-07-06,41.0,-123.5,1,104.36481,478.17487,104.36481
2024-07-07,16.0,-99.0,2,304.16647,980.8454,159.51567
2024-07-07,17.5,-95.0,2,61.489708,635.12897,34.121433
2024-07-07,17.5,-93.5,3,216.90305,798.5106,82.71208
2024-07-07,17.5,-92.5,1,54.518394,581.6206,54.518394
2024-07-07,18.0,-96.5,1,33.91294,408.18558,33.91294
2024-07-07,20.5,-98.5,1,38.298527,532.45233,38.298527
2024-07-07,21.0,-99.0,2,62.972702,585.41125,31.718172
2024-07-07,23.0,-106.5,1,56.204514,456.41995,56.204514
2024-07-07,27.5,-105.5,1,37.877865,526.1895,37.877865
2024-07-07,30.5,-110.0,1,99.21946,478.77917,99.21946
2024-07-07,32.0,-116.5,2,272.0398,,139.79778
2024-07-07,33.0,-109.0,3,455.3858,780.7111,265.7655
2024-07-07,34.5,-120.5,4,1147.4738,627.93225,367.155
2024-07-07,34.5,-120.0,1,164.4492,585.74084,164.4492
2024-07-07,37.0,-112.5,2,673.87524,749.562,503.02347
2024-07-07,38.0,-112.5,9,5305.2427,,1119.5605
2024-07-07,38.5,-112.5,2,702.7321,,465.7701
2024-07-07,41.0,-123.5,2,821.19135,602.93604,524.7086
2024-07-07,41.5,-123.5,2,745.48456,1150.8744,513.81934
2024-07-07,41.5,-119.0,2,612.6567,,351.83075
2024-07-07,48.0,-121.0,1,195.07486,488.33817,195.07486
2024-07-08,17.5,-96.5,1,41.911594,445.76224,41.911594
2024-07-08,17.5,-92.5,1,46.97622,693.6914,46.97622
2024-07-08,17.5,-71.5,1,43.23974,577.50037,43.23974
2024-07-08,19.5,-105.0,1,42.90044,430.76453,42.90044
2024-07-08,21.0,-98.5,1,25.79734,715.9408,25.79734
2024-07-08,27.5,-109.5,1,105.92557,410.4929,105.92557
2024-07-08,30.5,-110.0,1,79.558266,462.2982,79.558266
2024-07-08,33.0,-109.0,3,752.7338,602.00214,388.56174
2024-07-08,34.0,-118.0,2,593.0032,587.6637,399.6301
2024-07-08,34.5,-120.5,4,2495.9248,912.7789,1622.6683
2024-07-08,34.5,-120.0,2,1521.6954,616.7801,1067.8767
2024-07-08,37.0,-112.5,2,430.39648,525.805,251.68297
2024-07-08,38.0,-112.5,1,296.4529,,296.4529
2024-07-08,41.0,-123.5,4,3168.646,868.93945,1814.5763
2024-07-08,41.0,-88.5,1,72.214,416.75568,72.214
2024-07-08,41.5,-123.5,2,536.3055,605.1885,274.5905
2024-07-08,44.0,-95.0,1,152.43938,535.80347,152.43938
2024-07-08,44.0,-93.5,1,45.654522,470.09918,45.654522
2024-07-08,50.0,-67.0,1,47.232693,546.5161,47.232693
2024-07-08,50.5,-66.5,5,4824.3613,1233.5541,3498.8271
2024-07-09,15.5,-98.0,1,24.52339,414.3934,24.52339
2024-07-09,17.5,-93.5,2,149.6773,463.23212,110.023636
2024-07-09,19.5,-90.5,1,21.860605,467.5721,21.860605
2024-07-09,21.5,-98.0,1,61.89483,504.4346,61.89483
2024-07-09,30.5,-110.0,1,57.797447,439.77414,57.797447
2024-07-09,34.0,-118.0,3,1286.6265,906.40625,566.37024
2024-07-09,34.5,-120.5,2,833.6101,560.25024,602.80255
2024-07-09,34.5,-120.0,4,1645.6927,1222.4019,952.44934
2024-07-09,36.0,-99.0,1,70.161026,538.22064,70.161026
2024-07-09,38.0,-112.5,1,371.98944,2248.454,371.98944
2024-07-09,38.5,-116.5,1,68.42617,414.06378,68.42617
2024-07-09,38.5,-112.5,1,251.25374,,251.25374
2024-07-09,38.5,-97.5,1,45.446045,507.95056,45.446045
2024-07-09,48.0,-121.0,1,649.2456,536.0232,649.2456
2024-07-09,48.0,-120.5,2,556.89124,470.1541,336.7796
2024-07-09,50.5,-60.5,4,1191.2816,469.60477,478.10696
2024-07-10,17.5,-93.5,2,104.08255,,58.794926
2024-07-10,18.0,-89.0,1,36.803654,746.3208,36.803654
2024-07-10,21.0,-89.5,1,46.524128,494.43613,46.524128
2024-07-10,29.5,-96.5,1,31.886656,467.90173,31.886656
2024-07-10,30.5,-110.0,1,60.286892,568.4908,60.286892
2024-07-10,30.5,-108.5,1,151.50877,,151.50877
2024-07-10,33.0,-109.0,1,113.512596,536.7923,113.512596
2024-07-10,33.5,-80.5,1,27.765224,597.6621,27.765224
2024-07-10,34.0,-118.0,1,251.34782,539.5391,251.34782
2024-07-10,34.5,-120.5,4,1728.9197,610.8469,850.9837
2024-07-10,34.5,-120.0,4,1813.3248,838.7792,800.21906
2024-07-10,36.5,-98.0,3,481.3454,539.20953,252.51027
2024-07-10,41.0,-100.0,1,66.09384,,66.09384
2024-07-10,46.5,-112.0,1,146.09778,726.48865,146.09778
2024-07-10,46.5,-110.0,1,67.313515,470.20905,67.313515
2024-07-10,52.0,-118.5,1,321.80566,1347.0532,321.80566
2024-07-11,16.5,-95.0,1,50.990936,419.94202,50.990936
2024-07-11,17.5,-93.5,2,127.66666,799.71924,90.163216
2024-07-11,21.5,-79.5,1,34.13772,467.8468,34.13772
2024-07-11,24.5,-107.5,1,46.859493,435.32428,46.859493
2024-07-11,30.5,-107.5,1,30.802778,695.61426,30.802778
2024-07-11,34.5,-120.5,4,1684.5648,956.23376,593.3243
2024-07-11,34.5,-120.0,4,1073.9719,1374.5765,322.19553
2024-07-11,35.0,-111.5,1,42.18837,450.70654,42.18837
2024-07-11,41.5,-123.5,1,215.78976,588.0482,215.78976
2024-07-11,43.5,-119.5,1,280.09204,,280.09204
2024-07-11,44.0,-118.0,7,4328.994,1126.4825,1157.0308
2024-07-11,44.0,-95.0,1,71.302734,,71.302734
2024-07-11,46.5,-112.0,1,145.41655,,145.41655
2024-07-11,48.0,-120.5,1,216.79192,505.20374,216.79192
2024-07-12,17.5,-95.0,1,31.378044,495.425,31.378044
2024-07-12,17.5,-93.5,2,99.81023,517.2898,67.08685
2024-07-12,17.5,-92.5,1,28.689407,406.53748,28.689407
2024-07-12,18.0,-93.5,1,22.649326,509.81842,22.649326
2024-07-12,18.0,-91.0,1,25.728468,545.692,25.728468
2024-07-12,31.5,-113.5,1,61.501537,426.53442,61.501537
2024-07-12,31.5,-86.5,1,98.943,498.06195,98.943
2024-07-12,32.5,-111.0,4,743.565,945.631,286.88892
2024-07-12,33.0,-109.0,1,70.575195,439.8291,70.575195
2024-07-12,33.5,-111.5,1,84.82295,741.15674,84.82295
2024-07-12,35.5,-100.0,1,37.812763,449.8825,37.812763
2024-07-12,38.0,-97.5,1,46.037926,616.7801,46.037926
2024-07-12,43.5,-119.5,3,1613.4092,635.45856,587.8848
2024-07-12,44.0,-118.0,3,1085.282,,431.8417
2024-07-12,44.0,-93.5,1,48.08116,432.962,48.08116
2024-07-12,44.5,-94.5,1,60.05572,867.621,60.05572
2024-07-12,46.5,-123.5,1,120.89392,506.13763,120.89392
2024-07-12,46.5,-112.0,2,759.9923,533.60596,436.39798
2024-07-12,48.0,-121.0,3,1602.8652,683.8578,927.9128
2024-07-12,50.0,-79.5,1,126.80789,,126.80789
2024-07-12,50.5,-79.5,5,2298.8093,1263.5496,898.6222
2024-07-12,50.5,-66.5,3,1133.6962,652.5439,553.1923
2024-07-12,51.5,-106.0,1,46.22443,,46.22443
2024-07-13,18.0,-103.5,1,33.295715,428.95163,33.295715
2024-07-13,31.5,-83.0,2,158.96756,535.2541,84.70708
2024-07-13,33.5,-111.5,1,125.018654,676.77094,125.018654
2024-07-13,34.5,-119.0,2,1982.6975,1009.0279,1597.3638
2024-07-13,35.5,-118.5,1,359.92615,,359.92615
2024-07-13,35.5,-111.5,1,55.552444,406.37265,55.552444
2024-07-13,35.5,-101.5,4,475.31268,619.1424,174.27347
2024-07-13,36.0,-118.5,2,1280.4492,730.71875,971.6235
2024-07-13,37.5,-113.5,1,237.63539,,237.63539
2024-07-13,41.5,-123.5,2,411.36182,508.22525,220.67668
2024-07-13,43.5,-119.5,11,12890.617,1336.2307,2484.262
2024-07-13,44.0,-118.0,9,4821.5283,1273.2733,904.1114
2024-07-13,45.0,-107.0,3,691.83575,575.1381,308.2674
2024-07-13,46.5,-112.0,1,278.96603,452.84906,278.96603
2024-07-13,50.5,-66.5,4,945.26245,564.97485,344.26498
2024-07-14,17.5,-93.5,1,129.35323,500.80878,129.35323
2024-07-14,17.5,-71.5,1,56.61879,530.5845,56.61879
2024-07-14,18.0,-103.0,2,162.69218,729.94965,83.16101
2024-07-14,18.0,-102.5,1,28.626913,432.6324,28.626913
2024-07-14,18.0,-102.0,1,60.660995,,60.660995
2024-07-14,23.5,-98.0,1,46.958668,429.00656,46.958668
2024-07-14,29.5,-93.0,1,79.378296,643.2596,79.378296
2024-07-14,33.0,-109.0,1,64.35157,442.4111,64.35157
2024-07-14,33.5,-112.0,1,73.78013,447.6301,73.78013
2024-07-14,35.5,-112.5,1,203.69653,921.45886,203.69653
2024-07-14,36.0,-118.5,1,183.2573,,183.2573
2024-07-14,36.5,-97.0,1,34.118504,709.3484,34.118504
2024-07-14,37.0,-102.5,1,57.089523,456.20023,57.089523
2024-07-14,44.5,-94.5,1,52.426437,,52.426437
2024-07-14,45.0,-121.5,1,226.08055,490.59058,226.08055
2024-07-14,45.0,-106.0,2,435.0594,533.7158,311.5685
2024-07-14,48.0,-121.0,1,186.15231,415.10757,186.15231
2024-07-14,49.5,-68.0,4,2102.2322,947.66364,745.929
2024-07-15,17.5,-93.5,3,147.56891,544.868,84.69272
2024-07-15,17.5,-92.5,1,28.545706,404.6147,28.545706
2024-07-15,18.0,-94.5,1,25.179977,437.68655,25.179977
2024-07-15,19.5,-105.5,1,24.388216,535.74854,24.388216
2024-07-15,24.5,-107.5,1,96.24424,,96.24424
2024-07-15,27.5,-81.0,1,52.959057,460.70502,52.959057
2024-07-15,29.0,-111.5,2,89.630356,472.6812,45.25446
2024-07-15,29.5,-112.5,4,225.21121,433.51135,62.133015
2024-07-15,29.5,-112.0,8,392.6259,477.73538,57.966988
2024-07-15,31.0,-95.0,3,356.71094,1184.3857,172.60753
2024-07-15,31.5,-113.5,4,234.96385,469.9344,66.25027
2024-07-15,31.5,-86.0,1,56.79119,481.69083,56.79119
2024-07-15,32.5,-102.5,1,60.39988,689.4613,60.39988
2024-07-15,33.5,-94.5,1,27.400118,603.2657,27.400118
2024-07-15,35.5,-112.5,1,411.14377,817.3539,411.14377
2024-07-15,36.5,-97.5,2,313.7401,534.1004,225.38222
2024-07-15,36.5,-97.0,1,65.05824,577.11584,65.05824
2024-07-15,36.5,-86.0,1,34.942764,480.81183,34.942764
2024-07-15,38.0,-78.5,1,62.132957,547.2852,62.132957
2024-07-15,38.5,-122.0,1,116.5308,429.28125,116.5308
2024-07-15,43.5,-119.5,3,1199.5421,574.91833,542.8985
2024-07-15,44.0,-115.0,2,668.96277,,478.43036
2024-07-15,45.0,-120.0,2,838.6592,1207.1846,556.20306
2024-07-15,46.5,-114.0,3,1356.9272,,811.0477
2024-07-15,52.0,-117.5,1,109.304375,461.1445,109.304375
2024-07-16,17.0,-100.0,1,28.744276,476.1422,28.744276
2024-07-16,17.5,-93.5,3,203.88895,1007.9292,138.5648
2024-07-16,31.0,-95.0,2,380.01938,839.6033,275.87503
2024-07-16,31.0,-93.0,2,369.42215,775.1625,258.1124
2024-07-16,33.5,-89.5,1,99.55407,561.0194,99.55407
2024-07-16,35.5,-118.5,2,2062.924,1488.4602,1372.2081
2024-07-16,36.0,-118.5,1,518.3755,,518.3755
2024-07-16,37.5,-98.5,3,370.2024,853.8318,215.08305
2024-07-16,39.5,-97.5,1,126.19694,549.208,126.19694
2024-07-16,39.5,-74.5,1,231.05229,1113.5724,231.05229
2024-07-16,40.5,-124.0,1,408.5507,,408.5507
2024-07-16,40.5,-77.5,1,82.37037,437.79642,82.37037
2024-07-16,43.5,-119.5,1,956.0872,,956.0872
2024-07-16,44.0,-115.5,1,255.27554,773.73413,255.27554
2024-07-16,45.0,-107.0,4,748.6844,520.09155,326.89838
2024-07-16,46.5,-117.0,1,109.49498,573.8746,109.49498
2024-07-17,17.5,-93.5,1,53.497524,,53.497524
2024-07-17,17.5,-92.0,1,35.407593,718.4679,35.407593
2024-07-17,18.0,-92.5,1,67.47883,,67.47883
2024-07-17,27.5,-82.0,1,69.66302,597.0029,69.66302
2024-07-17,29.5,-107.0,1,43.549786,409.11948,43.549786
2024-07-17,35.5,-118.5,3,1424.1216,,758.3737
2024-07-17,35.5,-98.5,1,34.458252,445.04807,34.458252
2024-07-17,36.0,-118.5,1,772.582,,772.582
2024-07-17,38.0,-97.5,1,227.54654,648.58844,227.54654
2024-07-17,38.5,-122.0,1,115.421425,540.6928,115.421425
2024-07-17,40.5,-124.0,1,158.35251,435.0496,158.35251
2024-07-17,43.0,-122.5,2,333.8044,1027.157,176.0661
2024-07-17,44.0,-115.5,1,191.91199,,191.91199
2024-07-17,44.0,-115.0,1,282.66815,,282.66815
2024-07-17,45.0,-107.0,1,282.65674,1507.4133,282.65674
2024-07-17,46.5,-112.0,4,1372.8131,1207.4043,486.87106
2024-07-17,50.0,-121.5,3,1135.1365,629.5254,442.0772
2024-07-17,50.5,-121.5,3,4095.12,1124.8894,2524.3208
2024-07-18,17.0,-92.0,1,62.401005,480.7569,62.401005
2024-07-18,17.5,-93.5,2,89.325806,471.52753,50.38628
2024-07-18,18.0,-103.5,1,61.35394,528.7166,61.35394
2024-07-18,19.0,-105.0,1,73.58402,473.67007,73.58402
2024-07-18,19.5,-90.5,1,40.512196,459.1668,40.512196
2024-07-18,35.5,-118.5,8,14629.678,980.95526,4255.4277
2024-07-18,43.5,-122.5,1,84.648994,,84.648994
2024-07-18,44.0,-115.0,1,113.14496,,113.14496
2024-07-18,45.0,-107.0,2,310.8369,515.3121,182.0124
2024-07-18,48.0,-121.0,3,1289.2784,545.692,587.82996
2024-07-18,50.0,-121.5,1,271.61014,540.4181,271.61014
2024-07-19,17.5,-93.5,1,24.01757,459.1668,24.01757
2024-07-19,18.0,-96.5,1,24.920254,416.09644,24.920254
2024-07-19,25.5,-108.5,3,112.70644,421.04074,41.27617
2024-07-19,32.0,-117.0,3,479.68356,631.00867,207.69719
2024-07-19,35.5,-118.5,5,2394.3428,612.7148,846.0679
2024-07-19,36.0,-118.5,5,5292.514,1126.9769,1699.8866
2024-07-19,37.0,-98.0,1,50.468792,408.62506,50.468792
2024-07-19,38.5,-94.5,1,34.25119,747.19977,34.25119
2024-07-19,43.5,-123.0,1,137.71394,792.7972,137.71394
2024-07-19,44.5,-119.5,1,452.97293,1529.3331,452.97293
2024-07-19,44.5,-118.0,1,288.96744,1173.2886,288.96744
2024-07-19,45.0,-119.5,1,430.16055,426.2048,430.16055
2024-07-19,49.0,-117.5,3,2202.65,958.15656,1049.4686
2024-07-19,49.0,-117.0,1,693.1918,,693.1918
2024-07-19,49.5,-117.5,1,383.0166,1048.6372,383.0166
2024-07-19,50.0,-121.5,2,605.4536,576.73126,319.854
2024-07-19,50.0,-117.0,1,129.14542,469.76956,129.14542
2024-07-20,17.5,-93.5,2,115.3864,451.201,79.16744
2024-07-20,26.0,-77.5,1,34.623188,423.5129,34.623188
2024-07-20,28.0,-111.5,8,417.52356,464.00122,62.452282
2024-07-20,28.0,-110.5,1,100.783554,417.25012,100.783554
2024-07-20,28.5,-111.5,5,345.072,484.98703,72.26153
2024-07-20,30.0,-113.0,3,131.75842,457.46375,47.869812
2024-07-20,30.5,-113.0,2,77.39498,469.33008,40.263508
2024-07-20,32.5,-111.0,2,321.74152,763.13135,202.68507
2024-07-20,35.5,-118.5,4,1896.1842,,970.48096
2024-07-20,36.0,-118.5,6,4106.3643,835.5929,1400.6241
2024-07-20,43.5,-123.0,1,80.10853,492.01892,80.10853
2024-07-20,44.0,-117.5,1,303.49094,553.1085,303.49094
2024-07-20,46.0,-117.5,1,152.0979,505.64322,152.0979
2024-07-20,47.5,-119.0,3,1636.5731,579.7528,710.21954
2024-07-20,48.0,-119.0,1,206.57944,420.3815,206.57944
2024-07-20,49.5,-118.0,2,654.06067,643.1497,331.26242
2024-07-20,50.0,-121.5,3,1158.005,515.58673,447.1622
2024-07-20,50.0,-117.0,1,159.27185,587.8285,159.27185
2024-07-20,50.5,-121.5,1,389.8815,437.24707,389.8815
2024-07-20,50.5,-118.5,1,93.251854,447.13565,93.251854
2024-07-20,52.0,-120.5,2,1279.5955,734.45447,798.02783
2024-07-20,52.5,-120.0,1,278.85306,522.1242,278.85306
2024-07-20,53.0,-126.5,1,471.49832,940.96136,471.49832
2024-07-20,53.0,-126.0,1,542.04297,643.53424,542.04297
2024-07-21,29.0,-112.5,1,95.94538,402.03265,95.94538
2024-07-21,29.0,-100.0,1,114.16983,,114.16983
2024-07-21,30.0,-113.0,14,742.72485,570.4136,67.846634
2024-07-21,30.5,-113.0,17,871.45264,735.38837,66.02322
2024-07-21,30.5,-110.0,1,54.90079,420.1068,54.90079
2024-07-21,30.5,-95.5,2,236.15582,1432.7544,120.05867
2024-07-21,35.5,-118.5,1,280.4727,530.0351,280.4727
2024-07-21,39.0,-122.5,2,344.82098,516.79535,206.06628
2024-07-21,39.0,-97.5,1,217.6007,590.4105,217.6007
2024-07-21,42.0,-104.0,1,171.39977,453.783,171.39977
2024-07-21,43.0,-112.5,2,307.6161,558.76697,162.7814
2024-07-21,43.5,-119.5,6,5047.4946,744.9474,1420.519
2024-07-21,44.0,-119.5,2,1871.5183,775.10754,1355.7452
2024-07-21,44.0,-118.0,9,13511.157,1632.0098,3831.7058
2024-07-21,44.0,-117.5,1,357.5397,639.74365,357.5397
2024-07-21,44.5,-118.0,1,602.8182,815.21136,602.8182
2024-07-21,46.0,-117.5,1,139.45432,565.0298,139.45432
2024-07-21,47.5,-119.0,1,239.25743,595.7943,239.25743
2024-07-21,48.0,-119.0,3,692.9814,792.74225,337.9889
2024-07-21,49.0,-121.0,1,579.349,1079.4568,579.349
2024-07-21,49.5,-118.0,1,170.53255,730.2793,170.53255
2024-07-21,49.5,-116.0,2,2060.1821,,1737.9655
2024-07-21,49.5,-115.5,2,904.3441,,460.16974
2024-07-21,50.0,-121.5,3,1110.3618,526.9037,408.36627
2024-07-21,50.5,-122.0,1,405.65088,,405.65088
2024-07-21,50.5,-121.5,2,638.8772,610.792,336.71945
2024-07-21,50.5,-118.0,1,229.84766,557.3386,229.84766
2024-07-21,51.5,-120.0,1,441.23892,,441.23892
2024-07-21,52.0,-121.0,1,2342.6733,991.06366,2342.6733
2024-07-21,52.0,-120.5,2,1573.1475,765.10913,1192.372
2024-07-21,52.0,-118.5,1,98.3309,516.8503,98.3309
2024-07-21,52.5,-124.5,4,2168.3862,,733.9914
2024-07-21,52.5,-121.5,3,3855.8833,1002.6553,1740.9282
2024-07-21,53.0,-126.5,1,645.5394,,645.5394
2024-07-21,53.0,-122.0,3,5321.0273,1010.29144,4440.6797
2024-07-21,53.0,-121.5,4,13083.621,987.273,8115.6855
2024-07-21,53.0,-120.0,1,606.8101,,606.8101
2024-07-22,17.5,-93.5,1,45.373894,,45.373894
2024-07-22,18.0,-77.5,1,35.886066,546.90063,35.886066
2024-07-22,24.0,-99.0,1,31.027815,721.87396,31.027815
2024-07-22,27.0,-110.0,1,70.8293,408.07568,70.8293
2024-07-22,28.0,-111.5,1,95.1174,406.7572,95.1174
2024-07-22,28.5,-111.5,1,113.79,410.16327,113.79
2024-07-22,29.0,-100.0,1,88.76393,502.73157,88.76393
2024-07-22,31.5,-115.5,3,241.93121,571.6222,83.93005
2024-07-22,31.5,-113.5,4,267.5752,571.0178,78.983765
2024-07-22,35.5,-118.5,3,2328.1233,,931.8846
2024-07-22,36.0,-119.5,1,99.8496,400.0,99.8496
2024-07-22,36.0,-98.0,1,98.40339,614.253,98.40339
2024-07-22,36.5,-98.5,1,105.35579,,105.35579
2024-07-22,44.0,-120.0,2,470.3165,523.38776,270.3655
2024-07-22,44.0,-118.0,2,775.72046,847.40424,452.8841
2024-07-22,44.0,-117.5,4,4097.303,1249.266,2404.2683
2024-07-22,44.5,-118.0,1,526.02026,607.44086,526.02026
2024-07-22,45.5,-120.5,1,233.9221,596.7282,233.9221
2024-07-22,46.0,-117.5,1,229.08269,488.72272,229.08269
2024-07-22,46.0,-86.0,1,400.9091,713.7433,400.9091
2024-07-22,48.0,-119.0,1,191.4469,557.39355,191.4469
2024-07-22,49.5,-116.0,1,336.12076,,336.12076
2024-07-23,16.0,-91.0,1,22.659286,581.51074,22.659286
2024-07-23,36.5,-96.5,2,256.55862,746.8152,136.14767
2024-07-23,38.5,-98.0,1,198.7121,560.5799,198.7121
2024-07-23,39.5,-121.0,6,4632.256,840.2075,1527.5406
2024-07-23,39.5,-120.5,2,1694.8276,1355.6233,1091.0334
2024-07-23,43.0,-122.5,1,262.1451,413.40454,262.1451
2024-07-23,44.0,-110.0,2,508.06268,573.59985,307.37067
2024-07-23,44.5,-120.0,2,732.3731,415.7668,525.17535
2024-07-23,44.5,-117.5,1,219.79785,552.33936,219.79785
2024-07-23,45.5,-120.5,1,540.5808,549.86725,540.5808
2024-07-23,46.5,-121.0,1,170.3242,468.0116,170.3242
2024-07-23,48.0,-119.0,2,518.7197,1289.3698,415.86456
2024-07-23,49.5,-116.0,2,664.9635,1223.4458,418.15836
2024-07-23,49.5,-115.5,4,4017.9705,1565.3167,2696.549
2024-07-23,49.5,-57.0,1,26.70684,,26.70684
