date,lat_bin,lon_bin,n_flash_sampled,n_flash_est
2024-06-24,48.0,-100.0,6,540
2024-06-24,48.0,-99.5,1,90
2024-06-24,48.0,-96.5,18,1620
2024-06-24,48.0,-96.0,14,1260
2024-06-24,48.5,-105.0,1,90
2024-06-24,48.5,-104.0,2,180
2024-06-24,48.5,-103.0,5,450
2024-06-24,48.5,-102.5,4,360
2024-06-24,48.5,-102.0,15,1350
2024-06-24,48.5,-101.5,15,1350
2024-06-24,48.5,-101.0,12,1080
2024-06-24,48.5,-100.5,7,630
2024-06-24,48.5,-100.0,5,450
2024-06-24,48.5,-99.5,3,270
2024-06-24,48.5,-96.5,1,90
2024-06-24,48.5,-96.0,2,180
2024-06-24,48.5,-95.5,9,810
2024-06-24,48.5,-95.0,2,180
2024-06-24,49.0,-104.0,1,90
2024-06-24,49.0,-103.5,7,630
2024-06-24,49.0,-103.0,12,1080
2024-06-24,49.0,-102.5,9,810
2024-06-24,49.0,-102.0,10,900
2024-06-24,49.0,-101.5,5,450
2024-06-24,49.0,-101.0,4,360
2024-06-24,49.0,-100.5,2,180
2024-06-24,49.0,-95.5,3,270
2024-06-24,49.0,-94.5,3,270
2024-06-24,49.5,-107.5,1,90
2024-06-24,49.5,-107.0,1,90
2024-06-24,49.5,-105.5,4,360
2024-06-24,49.5,-105.0,9,810
2024-06-24,49.5,-104.5,9,810
2024-06-24,49.5,-104.0,4,360
2024-06-24,49.5,-103.5,6,540
2024-06-24,49.5,-103.0,3,270
2024-06-24,49.5,-101.0,1,90
2024-06-24,49.5,-100.5,1,90
2024-06-24,49.5,-95.5,1,90
2024-06-24,49.5,-94.0,4,360
2024-06-24,50.0,-106.5,1,90
2024-06-24,50.0,-106.0,1,90
2024-06-24,50.0,-105.5,3,270
2024-06-24,50.0,-105.0,2,180
2024-06-24,50.0,-94.0,2,180
2024-06-24,50.0,-93.5,1,90
2024-06-24,50.0,-93.0,2,180
2024-06-24,50.0,-79.0,1,90
2024-06-24,50.5,-107.0,1,90
2024-06-24,51.0,-113.5,1,90
2024-06-24,51.0,-95.5,1,90
2024-06-24,51.0,-93.5,3,270
2024-06-24,51.5,-100.5,1,90
2024-06-24,51.5,-99.5,2,180
2024-06-24,51.5,-99.0,1,90
2024-06-24,51.5,-92.0,1,90
2024-06-24,52.0,-114.5,1,90
2024-06-24,52.0,-105.5,3,270
2024-06-24,52.0,-105.0,2,180
2024-06-24,52.0,-104.5,1,90
2024-06-24,52.0,-103.5,2,180
2024-06-24,52.0,-102.5,3,270
2024-06-24,52.0,-101.0,1,90
2024-06-24,52.0,-100.0,1,90
2024-06-24,52.0,-99.0,1,90
2024-06-24,52.0,-97.5,1,90
2024-06-24,52.0,-97.0,2,180
2024-06-24,52.0,-96.5,1,90
2024-06-24,52.0,-96.0,1,90
2024-06-24,52.0,-95.5,2,180
2024-06-24,52.0,-94.5,3,270
2024-06-24,52.0,-93.5,2,180
2024-06-24,52.0,-93.0,7,630
2024-06-24,52.0,-92.5,1,90
2024-06-24,52.0,-92.0,2,180
2024-06-24,52.0,-91.5,8,720
2024-06-24,52.0,-90.5,1,90
2024-06-24,52.5,-113.5,1,90
2024-06-24,52.5,-109.5,3,270
2024-06-24,52.5,-109.0,1,90
2024-06-24,52.5,-108.5,1,90
2024-06-24,52.5,-106.0,2,180
2024-06-24,52.5,-105.5,5,450
2024-06-24,52.5,-105.0,2,180
2024-06-24,52.5,-104.5,1,90
2024-06-24,52.5,-104.0,2,180
2024-06-24,52.5,-103.0,2,180
2024-06-24,52.5,-102.5,2,180
2024-06-24,52.5,-102.0,1,90
2024-06-24,52.5,-101.5,3,270
2024-06-24,52.5,-101.0,1,90
2024-06-24,52.5,-100.5,1,90
2024-06-24,52.5,-99.5,2,180
2024-06-24,52.5,-98.5,3,270
2024-06-24,52.5,-97.0,2,180
2024-06-24,52.5,-96.0,2,180
2024-06-24,52.5,-95.0,2,180
2024-06-24,52.5,-94.5,5,450
2024-06-24,52.5,-94.0,5,450
2024-06-24,52.5,-93.5,2,180
2024-06-24,52.5,-93.0,3,270
2024-06-24,52.5,-92.5,6,540
2024-06-24,52.5,-92.0,1,90
2024-06-24,52.5,-90.5,1,90
2024-06-24,52.5,-90.0,3,270
2024-06-24,53.0,-111.0,1,90
2024-06-24,53.0,-108.5,3,270
2024-06-24,53.0,-108.0,1,90
2024-06-24,53.0,-107.5,2,180
2024-06-24,53.0,-107.0,2,180
2024-06-24,53.0,-106.5,2,180
2024-06-24,53.0,-106.0,7,630
2024-06-24,53.0,-105.5,2,180
2024-06-24,53.0,-105.0,1,90
2024-06-24,53.0,-104.0,3,270
2024-06-24,53.0,-103.5,4,360
2024-06-24,53.0,-102.5,1,90
2024-06-24,53.0,-102.0,1,90
2024-06-24,53.0,-101.5,1,90
2024-06-24,53.0,-100.5,1,90
2024-06-24,53.0,-100.0,4,360
2024-06-24,53.0,-99.5,2,180
2024-06-24,53.0,-98.5,1,90
2024-06-24,53.0,-98.0,2,180
2024-06-24,53.0,-97.0,1,90
2024-06-24,53.0,-95.5,1,90
2024-06-24,53.0,-93.5,2,180
2024-06-24,53.0,-85.0,1,90
2024-06-24,53.5,-109.5,2,180
2024-06-24,53.5,-109.0,1,90
2024-06-24,53.5,-107.5,3,270
2024-06-24,53.5,-107.0,1,90
2024-06-24,53.5,-106.5,1,90
2024-06-24,53.5,-106.0,1,90
2024-06-24,53.5,-105.5,1,90
2024-06-24,53.5,-105.0,2,180
2024-06-24,53.5,-104.5,1,90
2024-06-24,53.5,-102.5,2,180
2024-06-24,53.5,-102.0,1,90
2024-06-24,53.5,-99.5,2,180
2024-06-24,53.5,-99.0,2,180
2024-06-24,53.5,-98.5,2,180
2024-06-24,53.5,-98.0,3,270
2024-06-24,53.5,-97.5,1,90
2024-06-24,53.5,-96.5,1,90
2024-06-24,53.5,-94.5,1,90
2024-06-24,53.5,-84.5,3,270
2024-06-24,53.5,-84.0,4,360
2024-06-24,53.5,-83.5,4,360
2024-06-24,53.5,-83.0,2,180
2024-06-24,53.5,-80.0,1,90
2024-06-24,54.0,-113.0,2,180
2024-06-24,54.0,-112.5,1,90
2024-06-24,54.0,-112.0,2,180
2024-06-24,54.0,-111.5,1,90
2024-06-24,54.0,-109.0,1,90
2024-06-24,54.0,-108.5,3,270
2024-06-24,54.0,-108.0,1,90
2024-06-24,54.0,-105.5,1,90
2024-06-24,54.0,-105.0,1,90
2024-06-24,54.0,-102.0,1,90
2024-06-24,54.0,-101.0,1,90
2024-06-24,54.0,-99.5,3,270
2024-06-24,54.0,-99.0,5,450
2024-06-24,54.0,-98.5,5,450
2024-06-24,54.0,-98.0,1,90
2024-06-24,54.0,-97.5,1,90
2024-06-24,54.0,-95.5,1,90
2024-06-24,54.0,-94.5,1,90
2024-06-24,54.0,-94.0,1,90
2024-06-24,54.0,-85.0,1,90
2024-06-24,54.0,-84.0,1,90
2024-06-24,54.0,-83.5,1,90
2024-06-24,54.5,-111.5,1,90
2024-06-24,54.5,-110.5,1,90
2024-06-24,54.5,-108.5,5,450
2024-06-24,54.5,-102.0,1,90
2024-06-24,54.5,-101.0,2,180
2024-06-24,54.5,-100.5,4,360
2024-06-24,54.5,-100.0,2,180
2024-06-24,54.5,-99.5,2,180
2024-06-24,54.5,-99.0,1,90
2024-06-24,54.5,-89.0,1,90
2024-06-24,54.5,-87.5,2,180
2024-06-24,54.5,-87.0,1,90
2024-06-24,54.5,-86.0,1,90
2024-06-24,54.5,-85.5,1,90
2024-06-24,54.5,-85.0,1,90
2024-06-24,54.5,-84.0,1,90
2024-06-24,54.5,-83.5,1,90
2024-06-25,20.0,-105.0,1,90
2024-06-25,20.0,-102.5,1,90
2024-06-25,20.0,-102.0,1,90
2024-06-25,20.0,-101.5,1,90
2024-06-25,20.0,-100.5,2,180
2024-06-25,20.0,-100.0,2,180
2024-06-25,20.0,-99.5,2,180
2024-06-25,20.0,-99.0,1,90
2024-06-25,20.0,-98.5,5,450
2024-06-25,20.0,-98.0,7,630
2024-06-25,20.0,-96.0,1,90
2024-06-25,20.0,-93.0,1,90
2024-06-25,20.0,-92.5,1,90
2024-06-25,20.0,-90.5,6,540
2024-06-25,20.0,-90.0,3,270
2024-06-25,20.0,-89.5,2,180
2024-06-25,20.0,-89.0,10,900
2024-06-25,20.0,-88.5,1,90
2024-06-25,20.0,-77.5,12,1080
2024-06-25,20.0,-77.0,18,1620
2024-06-25,20.0,-76.5,2,180
2024-06-25,20.0,-76.0,4,360
2024-06-25,20.0,-75.5,26,2340
2024-06-25,20.0,-75.0,12,1080
2024-06-25,20.0,-71.5,1,90
2024-06-25,20.0,-70.5,1,90
2024-06-25,20.0,-69.5,6,540
2024-06-25,20.0,-69.0,7,630
2024-06-25,20.5,-104.5,1,90
2024-06-25,20.5,-104.0,1,90
2024-06-25,20.5,-101.0,1,90
2024-06-25,20.5,-100.5,5,450
2024-06-25,20.5,-100.0,2,180
2024-06-25,20.5,-99.5,4,360
2024-06-25,20.5,-99.0,3,270
2024-06-25,20.5,-98.5,8,720
2024-06-25,20.5,-98.0,5,450
2024-06-25,20.5,-93.5,1,90
2024-06-25,20.5,-92.5,1,90
2024-06-25,20.5,-90.5,3,270
2024-06-25,20.5,-90.0,1,90
2024-06-25,20.5,-89.5,1,90
2024-06-25,20.5,-89.0,4,360
2024-06-25,20.5,-88.5,1,90
2024-06-25,20.5,-78.0,5,450
2024-06-25,20.5,-77.5,8,720
2024-06-25,20.5,-77.0,37,3330
2024-06-25,20.5,-76.5,19,1710
2024-06-25,20.5,-76.0,6,540
2024-06-25,20.5,-75.5,6,540
2024-06-25,20.5,-75.0,4,360
2024-06-25,20.5,-70.5,2,180
2024-06-25,20.5,-69.5,3,270
2024-06-25,20.5,-67.5,1,90
2024-06-25,20.5,-66.5,2,180
2024-06-25,21.0,-105.0,1,90
2024-06-25,21.0,-104.5,1,90
2024-06-25,21.0,-103.0,5,450
2024-06-25,21.0,-102.0,1,90
2024-06-25,21.0,-101.5,6,540
2024-06-25,21.0,-101.0,4,360
2024-06-25,21.0,-100.5,2,180
2024-06-25,21.0,-100.0,2,180
2024-06-25,21.0,-99.5,5,450
2024-06-25,21.0,-99.0,13,1170
2024-06-25,21.0,-98.5,6,540
2024-06-25,21.0,-98.0,1,90
2024-06-25,21.0,-97.5,7,630
2024-06-25,21.0,-92.5,1,90
2024-06-25,21.0,-90.0,4,360
2024-06-25,21.0,-89.5,5,450
2024-06-25,21.0,-89.0,5,450
2024-06-25,21.0,-87.5,2,180
2024-06-25,21.0,-78.5,23,2070
2024-06-25,21.0,-78.0,5,450
2024-06-25,21.0,-77.5,4,360
2024-06-25,21.0,-77.0,3,270
2024-06-25,21.0,-73.5,1,90
2024-06-25,21.0,-70.5,1,90
2024-06-25,21.0,-67.5,2,180
2024-06-25,21.0,-67.0,1,90
2024-06-25,21.0,-66.5,1,90
2024-06-25,21.0,-66.0,2,180
2024-06-25,21.5,-105.0,1,90
2024-06-25,21.5,-103.5,4,360
2024-06-25,21.5,-103.0,5,450
2024-06-25,21.5,-102.5,3,270
2024-06-25,21.5,-102.0,1,90
2024-06-25,21.5,-101.5,1,90
2024-06-25,21.5,-100.0,1,90
2024-06-25,21.5,-99.5,10,900
2024-06-25,21.5,-99.0,3,270
2024-06-25,21.5,-98.5,3,270
2024-06-25,21.5,-97.5,3,270
2024-06-25,21.5,-97.0,2,180
2024-06-25,21.5,-96.5,1,90
2024-06-25,21.5,-96.0,2,180
2024-06-25,21.5,-93.0,1,90
2024-06-25,21.5,-90.0,1,90
2024-06-25,21.5,-86.0,2,180
2024-06-25,21.5,-85.5,2,180
2024-06-25,21.5,-83.0,6,540
2024-06-25,21.5,-79.5,3,270
2024-06-25,21.5,-79.0,5,450
2024-06-25,21.5,-78.5,20,1800
2024-06-25,21.5,-78.0,1,90
2024-06-25,21.5,-77.5,2,180
2024-06-25,21.5,-71.5,1,90
2024-06-25,21.5,-68.0,1,90
2024-06-25,21.5,-67.0,1,90
2024-06-25,22.0,-105.0,1,90
2024-06-25,22.0,-104.5,3,270
2024-06-25,22.0,-103.5,1,90
2024-06-25,22.0,-102.0,2,180
2024-06-25,22.0,-100.0,3,270
2024-06-25,22.0,-99.5,2,180
2024-06-25,22.0,-99.0,3,270
2024-06-25,22.0,-98.0,2,180
2024-06-25,22.0,-97.5,1,90
2024-06-25,22.0,-97.0,3,270
2024-06-25,22.0,-96.5,1,90
2024-06-25,22.0,-86.5,4,360
2024-06-25,22.0,-85.0,1,90
2024-06-25,22.0,-84.5,3,270
2024-06-25,22.0,-84.0,2,180
2024-06-25,22.0,-83.5,1,90
2024-06-25,22.0,-82.0,5,450
2024-06-25,22.0,-81.5,3,270
2024-06-25,22.0,-80.5,1,90
2024-06-25,22.0,-80.0,6,540
2024-06-25,22.0,-79.5,17,1530
2024-06-25,22.0,-79.0,26,2340
2024-06-25,22.0,-78.5,8,720
2024-06-25,22.0,-77.0,2,180
2024-06-25,22.0,-73.0,1,90
2024-06-25,22.0,-69.0,2,180
2024-06-25,22.5,-105.0,2,180
2024-06-25,22.5,-103.5,1,90
2024-06-25,22.5,-100.0,3,270
2024-06-25,22.5,-99.5,13,1170
2024-06-25,22.5,-99.0,1,90
2024-06-25,22.5,-98.0,1,90
2024-06-25,22.5,-97.0,1,90
2024-06-25,22.5,-84.5,1,90
2024-06-25,22.5,-84.0,2,180
2024-06-25,22.5,-83.5,13,1170
2024-06-25,22.5,-83.0,5,450
2024-06-25,22.5,-82.5,4,360
2024-06-25,22.5,-82.0,11,990
2024-06-25,22.5,-81.5,11,990
2024-06-25,22.5,-81.0,6,540
2024-06-25,22.5,-80.5,12,1080
2024-06-25,22.5,-80.0,30,2700
2024-06-25,22.5,-79.5,3,270
2024-06-25,22.5,-79.0,2,180
2024-06-25,22.5,-77.0,6,540
2024-06-25,22.5,-73.0,15,1350
2024-06-25,23.0,-106.5,1,90
2024-06-25,23.0,-106.0,2,180
2024-06-25,23.0,-105.5,2,180
2024-06-25,23.0,-105.0,4,360
2024-06-25,23.0,-100.0,5,450
2024-06-25,23.0,-99.5,9,810
2024-06-25,23.0,-99.0,1,90
2024-06-25,23.0,-79.5,1,90
2024-06-25,23.0,-78.0,1,90
2024-06-25,23.0,-77.5,2,180
2024-06-25,23.0,-73.0,10,900
2024-06-25,23.0,-72.0,1,90
2024-06-25,23.0,-71.0,1,90
2024-06-25,23.0,-70.5,1,90
2024-06-25,23.0,-70.0,2,180
2024-06-25,23.5,-107.0,2,180
2024-06-25,23.5,-106.5,1,90
2024-06-25,23.5,-106.0,1,90
2024-06-25,23.5,-105.5,3,270
2024-06-25,23.5,-105.0,4,360
2024-06-25,23.5,-99.5,1,90
2024-06-25,23.5,-99.0,1,90
2024-06-25,23.5,-65.5,1,90
2024-06-25,24.0,-107.0,6,540
2024-06-25,24.0,-106.5,1,90
2024-06-25,24.0,-106.0,5,450
2024-06-25,24.0,-105.5,2,180
2024-06-25,24.0,-105.0,1,90
2024-06-25,24.0,-104.5,1,90
2024-06-25,24.0,-102.0,1,90
2024-06-25,24.0,-100.0,3,270
2024-06-25,24.0,-79.5,1,90
2024-06-25,24.0,-77.5,2,180
2024-06-25,24.0,-74.0,1,90
2024-06-25,24.0,-73.5,1,90
2024-06-25,24.0,-72.0,18,1620
2024-06-25,24.0,-71.5,6,540
2024-06-25,24.0,-71.0,1,90
2024-06-25,24.0,-69.5,2,180
2024-06-25,24.0,-69.0,4,360
2024-06-25,24.0,-67.0,1,90
2024-06-25,24.5,-107.5,3,270
2024-06-25,24.5,-106.5,5,450
2024-06-25,24.5,-106.0,6,540
2024-06-25,24.5,-105.5,10,900
2024-06-25,24.5,-105.0,1,90
2024-06-25,24.5,-103.0,2,180
2024-06-25,24.5,-102.5,4,360
2024-06-25,24.5,-102.0,4,360
2024-06-25,24.5,-79.0,1,90
2024-06-25,24.5,-76.5,7,630
2024-06-25,24.5,-76.0,1,90
2024-06-25,24.5,-75.5,1,90
2024-06-25,24.5,-74.0,1,90
2024-06-25,24.5,-73.5,1,90
2024-06-25,24.5,-72.0,6,540
2024-06-25,24.5,-71.5,1,90
2024-06-25,24.5,-71.0,2,180
2024-06-25,24.5,-69.5,4,360
2024-06-25,24.5,-69.0,4,360
2024-06-25,24.5,-68.0,1,90
2024-06-25,25.0,-107.5,1,90
2024-06-25,25.0,-107.0,6,540
2024-06-25,25.0,-106.5,3,270
2024-06-25,25.0,-106.0,2,180
2024-06-25,25.0,-105.5,1,90
2024-06-25,25.0,-105.0,3,270
2024-06-25,25.0,-103.0,1,90
2024-06-25,25.0,-102.5,6,540
2024-06-25,25.0,-102.0,2,180
2024-06-25,25.0,-101.5,14,1260
2024-06-25,25.0,-101.0,6,540
2024-06-25,25.0,-81.0,1,90
2024-06-25,25.0,-80.5,1,90
2024-06-25,25.0,-77.5,1,90
2024-06-25,25.0,-76.5,2,180
2024-06-25,25.0,-75.5,1,90
2024-06-25,25.0,-75.0,2,180
2024-06-25,25.0,-73.5,5,450
2024-06-25,25.0,-72.5,2,180
2024-06-25,25.0,-71.5,3,270
2024-06-25,25.0,-71.0,1,90
2024-06-25,25.0,-70.5,6,540
2024-06-25,25.0,-70.0,6,540
2024-06-25,25.0,-69.5,7,630
2024-06-25,25.0,-69.0,12,1080
2024-06-25,25.0,-68.5,4,360
2024-06-25,25.5,-107.5,1,90
2024-06-25,25.5,-107.0,1,90
2024-06-25,25.5,-106.0,1,90
2024-06-25,25.5,-104.0,1,90
2024-06-25,25.5,-102.5,1,90
2024-06-25,25.5,-102.0,1,90
2024-06-25,25.5,-81.5,2,180
2024-06-25,25.5,-81.0,2,180
2024-06-25,25.5,-80.5,15,1350
2024-06-25,25.5,-75.5,1,90
2024-06-25,25.5,-75.0,2,180
2024-06-25,25.5,-74.5,1,90
2024-06-25,25.5,-74.0,2,180
2024-06-25,25.5,-73.5,2,180
2024-06-25,25.5,-72.5,2,180
2024-06-25,25.5,-72.0,1,90
2024-06-25,25.5,-71.5,1,90
2024-06-25,25.5,-71.0,1,90
2024-06-25,25.5,-70.0,3,270
2024-06-25,25.5,-69.5,5,450
2024-06-25,25.5,-69.0,1,90
2024-06-25,25.5,-68.5,3,270
2024-06-25,26.0,-103.5,1,90
2024-06-25,26.0,-102.5,3,270
2024-06-25,26.0,-82.0,1,90
2024-06-25,26.0,-81.5,3,270
2024-06-25,26.0,-81.0,12,1080
2024-06-25,26.0,-77.0,1,90
2024-06-25,26.0,-74.5,1,90
2024-06-25,26.0,-73.5,3,270
2024-06-25,26.0,-73.0,1,90
2024-06-25,26.0,-70.0,2,180
2024-06-25,26.5,-108.0,2,180
2024-06-25,26.5,-107.5,2,180
2024-06-25,26.5,-107.0,4,360
2024-06-25,26.5,-103.0,1,90
2024-06-25,26.5,-83.0,1,90
2024-06-25,26.5,-82.5,2,180
2024-06-25,26.5,-82.0,2,180
2024-06-25,26.5,-81.5,22,1980
2024-06-25,26.5,-81.0,10,900
2024-06-25,26.5,-80.5,9,810
2024-06-25,26.5,-78.0,1,90
2024-06-25,26.5,-74.0,1,90
2024-06-25,26.5,-69.0,1,90
2024-06-25,26.5,-68.5,5,450
2024-06-25,26.5,-68.0,1,90
2024-06-25,27.0,-108.5,1,90
2024-06-25,27.0,-108.0,7,630
2024-06-25,27.0,-103.0,6,540
2024-06-25,27.0,-82.5,3,270
2024-06-25,27.0,-82.0,6,540
2024-06-25,27.0,-81.5,9,810
2024-06-25,27.0,-81.0,5,450
2024-06-25,27.0,-75.0,1,90
2024-06-25,27.0,-71.0,2,180
2024-06-25,27.0,-69.5,2,180
2024-06-25,27.0,-69.0,1,90
2024-06-25,27.0,-68.5,6,540
2024-06-25,27.5,-110.0,1,90
2024-06-25,27.5,-109.0,1,90
2024-06-25,27.5,-108.5,3,270
2024-06-25,27.5,-108.0,4,360
2024-06-25,27.5,-106.0,1,90
2024-06-25,27.5,-83.0,2,180
2024-06-25,27.5,-82.5,2,180
2024-06-25,27.5,-82.0,26,2340
2024-06-25,27.5,-81.5,9,810
2024-06-25,27.5,-81.0,5,450
2024-06-25,27.5,-73.5,1,90
2024-06-25,27.5,-68.5,1,90
2024-06-25,28.0,-109.5,5,450
2024-06-25,28.0,-109.0,4,360
2024-06-25,28.0,-108.5,12,1080
2024-06-25,28.0,-106.0,1,90
2024-06-25,28.0,-82.5,3,270
2024-06-25,28.0,-82.0,12,1080
2024-06-25,28.0,-81.5,26,2340
2024-06-25,28.0,-81.0,4,360
2024-06-25,28.5,-109.5,4,360
2024-06-25,28.5,-109.0,8,720
2024-06-25,28.5,-108.5,7,630
2024-06-25,28.5,-108.0,2,180
2024-06-25,28.5,-107.5,8,720
2024-06-25,28.5,-82.5,1,90
2024-06-25,28.5,-82.0,8,720
2024-06-25,28.5,-81.5,50,4500
2024-06-25,28.5,-81.0,6,540
2024-06-25,29.0,-110.0,6,540
2024-06-25,29.0,-109.5,7,630
2024-06-25,29.0,-108.5,13,1170
2024-06-25,29.0,-108.0,4,360
2024-06-25,29.0,-107.5,9,810
2024-06-25,29.0,-83.0,4,360
2024-06-25,29.0,-82.5,9,810
2024-06-25,29.0,-82.0,4,360
2024-06-25,29.0,-81.5,3,270
2024-06-25,29.5,-113.0,2,180
2024-06-25,29.5,-111.0,1,90
2024-06-25,29.5,-110.5,13,1170
2024-06-25,29.5,-110.0,18,1620
2024-06-25,29.5,-109.5,2,180
2024-06-25,29.5,-109.0,4,360
2024-06-25,29.5,-108.5,11,990
2024-06-25,29.5,-108.0,7,630
2024-06-25,29.5,-107.5,3,270
2024-06-25,29.5,-107.0,3,270
2024-06-25,29.5,-104.5,1,90
2024-06-25,29.5,-89.5,3,270
2024-06-25,29.5,-83.0,17,1530
2024-06-25,29.5,-82.5,16,1440
2024-06-25,29.5,-82.0,25,2250
2024-06-25,29.5,-81.5,6,540
2024-06-25,29.5,-73.5,2,180
2024-06-25,29.5,-73.0,1,90
2024-06-25,29.5,-70.0,1,90
2024-06-25,29.5,-69.0,1,90
2024-06-25,29.5,-68.5,1,90
2024-06-25,29.5,-68.0,2,180
2024-06-25,29.5,-66.5,1,90
2024-06-25,30.0,-112.0,2,180
2024-06-25,30.0,-111.5,11,990
2024-06-25,30.0,-111.0,3,270
2024-06-25,30.0,-110.5,15,1350
2024-06-25,30.0,-110.0,1,90
2024-06-25,30.0,-109.0,4,360
2024-06-25,30.0,-108.5,1,90
2024-06-25,30.0,-108.0,1,90
2024-06-25,30.0,-107.0,2,180
2024-06-25,30.0,-106.5,1,90
2024-06-25,30.0,-105.0,2,180
2024-06-25,30.0,-104.5,3,270
2024-06-25,30.0,-104.0,6,540
2024-06-25,30.0,-103.5,1,90
2024-06-25,30.0,-91.0,3,270
2024-06-25,30.0,-90.5,1,90
2024-06-25,30.0,-85.5,4,360
2024-06-25,30.0,-85.0,17,1530
2024-06-25,30.0,-84.5,1,90
2024-06-25,30.0,-83.5,2,180
2024-06-25,30.0,-83.0,11,990
2024-06-25,30.0,-82.5,21,1890
2024-06-25,30.0,-82.0,4,360
2024-06-25,30.0,-70.0,2,180
2024-06-25,30.0,-69.5,2,180
2024-06-25,30.0,-69.0,1,90
2024-06-25,30.0,-68.5,11,990
2024-06-25,30.0,-68.0,2,180
2024-06-25,30.0,-67.5,4,360
2024-06-25,30.0,-66.5,1,90
2024-06-25,30.0,-66.0,3,270
2024-06-25,30.5,-112.0,1,90
2024-06-25,30.5,-111.5,8,720
2024-06-25,30.5,-111.0,6,540
2024-06-25,30.5,-110.5,8,720
2024-06-25,30.5,-110.0,1,90
2024-06-25,30.5,-109.0,2,180
2024-06-25,30.5,-108.5,2,180
2024-06-25,30.5,-104.5,3,270
2024-06-25,30.5,-104.0,10,900
2024-06-25,30.5,-103.5,1,90
2024-06-25,30.5,-91.0,21,1890
2024-06-25,30.5,-90.5,9,810
2024-06-25,30.5,-88.0,1,90
2024-06-25,30.5,-87.0,2,180
2024-06-25,30.5,-86.5,2,180
2024-06-25,30.5,-86.0,2,180
2024-06-25,30.5,-85.5,5,450
2024-06-25,30.5,-85.0,11,990
2024-06-25,30.5,-84.0,1,90
2024-06-25,30.5,-82.5,5,450
2024-06-25,30.5,-82.0,9,810
2024-06-25,30.5,-68.5,1,90
2024-06-25,30.5,-68.0,4,360
2024-06-25,30.5,-67.5,6,540
2024-06-25,30.5,-67.0,2,180
2024-06-25,30.5,-66.5,1,90
2024-06-25,30.5,-66.0,3,270
2024-06-25,30.5,-65.5,1,90
2024-06-25,31.0,-112.0,4,360
2024-06-25,31.0,-111.5,5,450
2024-06-25,31.0,-111.0,3,270
2024-06-25,31.0,-110.5,5,450
2024-06-25,31.0,-110.0,1,90
2024-06-25,31.0,-109.0,2,180
2024-06-25,31.0,-108.0,1,90
2024-06-25,31.0,-104.5,6,540
2024-06-25,31.0,-91.5,2,180
2024-06-25,31.0,-91.0,1,90
2024-06-25,31.0,-88.0,4,360
2024-06-25,31.0,-87.5,1,90
2024-06-25,31.0,-87.0,2,180
2024-06-25,31.0,-82.0,2,180
2024-06-25,31.0,-67.0,1,90
2024-06-25,31.0,-66.5,1,90
2024-06-25,31.0,-66.0,1,90
2024-06-25,31.0,-65.5,4,360
2024-06-25,31.5,-113.0,1,90
2024-06-25,31.5,-112.5,1,90
2024-06-25,31.5,-112.0,4,360
2024-06-25,31.5,-111.5,3,270
2024-06-25,31.5,-111.0,1,90
2024-06-25,31.5,-110.5,1,90
2024-06-25,31.5,-110.0,3,270
2024-06-25,31.5,-109.5,2,180
2024-06-25,31.5,-109.0,1,90
2024-06-25,31.5,-104.5,3,270
2024-06-25,31.5,-89.5,2,180
2024-06-25,31.5,-78.5,1,90
2024-06-25,32.0,-113.0,1,90
2024-06-25,32.0,-112.5,1,90
2024-06-25,32.0,-112.0,2,180
2024-06-25,32.0,-111.5,3,270
2024-06-25,32.0,-111.0,2,180
2024-06-25,32.0,-110.0,4,360
2024-06-25,32.0,-108.5,1,90
2024-06-25,32.0,-105.0,1,90
2024-06-25,32.0,-89.5,1,90
2024-06-25,32.0,-78.5,3,270
2024-06-25,32.0,-78.0,13,1170
2024-06-25,32.0,-77.5,6,540
2024-06-25,32.0,-77.0,19,1710
2024-06-25,32.0,-76.5,14,1260
2024-06-25,32.5,-113.5,1,90
2024-06-25,32.5,-113.0,1,90
2024-06-25,32.5,-112.5,5,450
2024-06-25,32.5,-112.0,5,450
2024-06-25,32.5,-111.5,3,270
2024-06-25,32.5,-111.0,2,180
2024-06-25,32.5,-110.0,1,90
2024-06-25,32.5,-105.5,2,180
2024-06-25,32.5,-104.0,1,90
2024-06-25,32.5,-103.5,6,540
2024-06-25,32.5,-81.5,2,180
2024-06-25,32.5,-81.0,24,2160
2024-06-25,32.5,-80.5,4,360
2024-06-25,32.5,-80.0,6,540
2024-06-25,32.5,-79.5,1,90
2024-06-25,32.5,-78.5,11,990
2024-06-25,32.5,-78.0,67,6030
2024-06-25,32.5,-77.5,70,6300
2024-06-25,32.5,-77.0,20,1800
2024-06-25,32.5,-76.5,28,2520
2024-06-25,32.5,-76.0,3,270
2024-06-25,32.5,-73.0,3,270
2024-06-25,32.5,-72.5,2,180
2024-06-25,32.5,-71.5,1,90
2024-06-25,33.0,-113.0,1,90
2024-06-25,33.0,-112.5,2,180
2024-06-25,33.0,-112.0,3,270
2024-06-25,33.0,-111.5,5,450
2024-06-25,33.0,-111.0,1,90
2024-06-25,33.0,-110.5,2,180
2024-06-25,33.0,-110.0,3,270
2024-06-25,33.0,-109.5,3,270
2024-06-25,33.0,-108.5,1,90
2024-06-25,33.0,-108.0,1,90
2024-06-25,33.0,-105.0,1,90
2024-06-25,33.0,-104.0,1,90
2024-06-25,33.0,-103.5,2,180
2024-06-25,33.0,-81.0,12,1080
