date,lat_bin,lon_bin,n_flash_sampled,n_flash_est
2024-05-31,22.0,-103.5,1,90
2024-05-31,34.0,-105.5,1,90
2024-06-01,20.0,-104.0,1,90
2024-06-01,20.0,-103.5,1,90
2024-06-01,20.0,-103.0,4,360
2024-06-01,20.0,-102.5,1,90
2024-06-01,20.0,-102.0,1,90
2024-06-01,20.0,-90.0,2,180
2024-06-01,20.0,-78.5,1,90
2024-06-01,20.0,-78.0,3,270
2024-06-01,20.0,-77.5,2,180
2024-06-01,20.0,-77.0,7,630
2024-06-01,20.0,-76.5,9,810
2024-06-01,20.0,-76.0,8,720
2024-06-01,20.0,-75.5,4,360
2024-06-01,20.0,-72.0,5,450
2024-06-01,20.0,-71.5,1,90
2024-06-01,20.0,-68.5,1,90
2024-06-01,20.5,-103.0,2,180
2024-06-01,20.5,-102.5,3,270
2024-06-01,20.5,-102.0,1,90
2024-06-01,20.5,-101.5,1,90
2024-06-01,20.5,-89.5,4,360
2024-06-01,20.5,-89.0,5,450
2024-06-01,20.5,-80.5,1,90
2024-06-01,20.5,-79.5,4,360
2024-06-01,20.5,-79.0,1,90
2024-06-01,20.5,-78.5,6,540
2024-06-01,20.5,-78.0,15,1350
2024-06-01,20.5,-77.5,18,1620
2024-06-01,20.5,-77.0,3,270
2024-06-01,20.5,-76.5,1,90
2024-06-01,20.5,-76.0,11,990
2024-06-01,20.5,-75.5,1,90
2024-06-01,20.5,-71.5,1,90
2024-06-01,20.5,-71.0,29,2610
2024-06-01,20.5,-70.5,5,450
2024-06-01,20.5,-70.0,8,720
2024-06-01,20.5,-69.5,8,720
2024-06-01,20.5,-69.0,18,1620
2024-06-01,20.5,-68.5,10,900
2024-06-01,20.5,-68.0,5,450
2024-06-01,20.5,-67.5,1,90
2024-06-01,21.0,-103.0,1,90
2024-06-01,21.0,-102.5,4,360
2024-06-01,21.0,-102.0,1,90
2024-06-01,21.0,-101.5,1,90
2024-06-01,21.0,-100.5,1,90
2024-06-01,21.0,-82.0,1,90
2024-06-01,21.0,-79.5,2,180
2024-06-01,21.0,-79.0,26,2340
2024-06-01,21.0,-78.5,27,2430
2024-06-01,21.0,-78.0,1,90
2024-06-01,21.0,-77.5,4,360
2024-06-01,21.0,-77.0,1,90
2024-06-01,21.0,-76.5,4,360
2024-06-01,21.0,-75.5,2,180
2024-06-01,21.0,-74.5,1,90
2024-06-01,21.0,-74.0,22,1980
2024-06-01,21.0,-71.5,3,270
2024-06-01,21.0,-71.0,25,2250
2024-06-01,21.0,-70.5,42,3780
2024-06-01,21.0,-70.0,88,7920
2024-06-01,21.0,-69.5,9,810
2024-06-01,21.0,-69.0,6,540
2024-06-01,21.0,-68.5,3,270
2024-06-01,21.0,-68.0,10,900
2024-06-01,21.0,-67.5,5,450
2024-06-01,21.0,-67.0,1,90
2024-06-01,21.0,-66.0,3,270
2024-06-01,21.5,-102.0,1,90
2024-06-01,21.5,-101.5,1,90
2024-06-01,21.5,-85.5,25,2250
2024-06-01,21.5,-85.0,9,810
2024-06-01,21.5,-83.5,5,450
2024-06-01,21.5,-83.0,2,180
2024-06-01,21.5,-80.5,4,360
2024-06-01,21.5,-80.0,3,270
2024-06-01,21.5,-79.5,3,270
2024-06-01,21.5,-79.0,7,630
2024-06-01,21.5,-78.0,2,180
2024-06-01,21.5,-77.5,1,90
2024-06-01,21.5,-76.5,3,270
2024-06-01,21.5,-74.5,17,1530
2024-06-01,21.5,-74.0,8,720
2024-06-01,21.5,-73.5,8,720
2024-06-01,21.5,-73.0,2,180
2024-06-01,21.5,-72.5,1,90
2024-06-01,21.5,-71.0,6,540
2024-06-01,21.5,-70.5,8,720
2024-06-01,21.5,-70.0,33,2970
2024-06-01,21.5,-69.0,1,90
2024-06-01,21.5,-68.5,4,360
2024-06-01,21.5,-68.0,7,630
2024-06-01,21.5,-67.5,17,1530
2024-06-01,21.5,-67.0,10,900
2024-06-01,21.5,-66.5,1,90
2024-06-01,21.5,-66.0,9,810
2024-06-01,22.0,-103.0,2,180
2024-06-01,22.0,-102.5,1,90
2024-06-01,22.0,-86.0,1,90
2024-06-01,22.0,-84.5,15,1350
2024-06-01,22.0,-84.0,1,90
2024-06-01,22.0,-83.5,2,180
2024-06-01,22.0,-82.0,2,180
2024-06-01,22.0,-80.0,1,90
2024-06-01,22.0,-79.5,14,1260
2024-06-01,22.0,-79.0,5,450
2024-06-01,22.0,-78.5,5,450
2024-06-01,22.0,-78.0,14,1260
2024-06-01,22.0,-77.5,14,1260
2024-06-01,22.0,-75.5,2,180
2024-06-01,22.0,-75.0,2,180
2024-06-01,22.0,-74.5,10,900
2024-06-01,22.0,-74.0,2,180
2024-06-01,22.0,-71.5,1,90
2024-06-01,22.0,-71.0,2,180
2024-06-01,22.0,-70.0,1,90
2024-06-01,22.0,-69.5,1,90
2024-06-01,22.0,-69.0,3,270
2024-06-01,22.0,-68.5,1,90
2024-06-01,22.0,-68.0,2,180
2024-06-01,22.0,-67.5,1,90
2024-06-01,22.0,-67.0,5,450
2024-06-01,22.0,-66.5,1,90
2024-06-01,22.0,-66.0,1,90
2024-06-01,22.5,-102.5,2,180
2024-06-01,22.5,-86.5,3,270
2024-06-01,22.5,-86.0,5,450
2024-06-01,22.5,-83.5,7,630
2024-06-01,22.5,-83.0,5,450
2024-06-01,22.5,-82.5,1,90
2024-06-01,22.5,-80.5,3,270
2024-06-01,22.5,-80.0,4,360
2024-06-01,22.5,-79.5,5,450
2024-06-01,22.5,-78.0,1,90
2024-06-01,22.5,-77.0,3,270
2024-06-01,22.5,-76.5,2,180
2024-06-01,22.5,-75.5,1,90
2024-06-01,22.5,-73.5,11,990
2024-06-01,22.5,-73.0,5,450
2024-06-01,22.5,-72.0,1,90
2024-06-01,22.5,-71.0,2,180
2024-06-01,22.5,-70.5,3,270
2024-06-01,22.5,-70.0,1,90
2024-06-01,22.5,-69.0,1,90
2024-06-01,22.5,-68.5,1,90
2024-06-01,22.5,-67.5,3,270
2024-06-01,22.5,-67.0,3,270
2024-06-01,22.5,-66.5,4,360
2024-06-01,22.5,-66.0,4,360
2024-06-01,22.5,-65.5,1,90
2024-06-01,23.0,-102.0,1,90
2024-06-01,23.0,-101.5,6,540
2024-06-01,23.0,-101.0,1,90
2024-06-01,23.0,-100.5,1,90
2024-06-01,23.0,-79.0,3,270
2024-06-01,23.0,-73.5,2,180
2024-06-01,23.0,-73.0,2,180
2024-06-01,23.0,-72.5,1,90
2024-06-01,23.0,-70.5,3,270
2024-06-01,23.0,-70.0,3,270
2024-06-01,23.0,-69.5,3,270
2024-06-01,23.0,-69.0,2,180
2024-06-01,23.0,-68.5,3,270
2024-06-01,23.0,-67.5,14,1260
2024-06-01,23.0,-67.0,1,90
2024-06-01,23.0,-66.5,4,360
2024-06-01,23.0,-65.5,1,90
2024-06-01,23.5,-102.0,2,180
2024-06-01,23.5,-101.5,15,1350
2024-06-01,23.5,-101.0,6,540
2024-06-01,23.5,-100.5,4,360
2024-06-01,23.5,-100.0,1,90
2024-06-01,23.5,-99.5,7,630
2024-06-01,23.5,-70.0,1,90
2024-06-01,23.5,-69.0,2,180
2024-06-01,23.5,-68.5,2,180
2024-06-01,23.5,-68.0,3,270
2024-06-01,23.5,-67.5,3,270
2024-06-01,23.5,-67.0,2,180
2024-06-01,23.5,-65.5,1,90
2024-06-01,24.0,-101.5,4,360
2024-06-01,24.0,-101.0,2,180
2024-06-01,24.0,-100.0,3,270
2024-06-01,24.0,-99.5,7,630
2024-06-01,24.0,-69.0,1,90
2024-06-01,24.0,-68.5,2,180
2024-06-01,24.0,-68.0,2,180
2024-06-01,24.0,-67.5,1,90
2024-06-01,24.0,-67.0,1,90
2024-06-01,24.5,-101.5,3,270
2024-06-01,24.5,-101.0,5,450
2024-06-01,24.5,-100.5,1,90
2024-06-01,24.5,-100.0,1,90
2024-06-01,24.5,-99.5,4,360
2024-06-01,24.5,-84.5,1,90
2024-06-01,24.5,-68.0,1,90
2024-06-01,24.5,-67.5,1,90
2024-06-01,24.5,-66.5,2,180
2024-06-01,24.5,-66.0,2,180
2024-06-01,25.0,-101.0,4,360
2024-06-01,25.0,-100.5,4,360
2024-06-01,25.0,-87.5,1,90
2024-06-01,25.0,-85.5,2,180
2024-06-01,25.0,-85.0,1,90
2024-06-01,25.0,-84.5,1,90
2024-06-01,25.5,-88.0,4,360
2024-06-01,25.5,-87.5,4,360
2024-06-01,25.5,-87.0,6,540
2024-06-01,25.5,-86.5,3,270
2024-06-01,25.5,-86.0,3,270
2024-06-01,25.5,-85.0,16,1440
2024-06-01,25.5,-84.0,1,90
2024-06-01,25.5,-82.5,1,90
2024-06-01,26.0,-102.5,1,90
2024-06-01,26.0,-88.5,3,270
2024-06-01,26.0,-88.0,15,1350
2024-06-01,26.0,-87.5,25,2250
2024-06-01,26.0,-87.0,13,1170
2024-06-01,26.0,-86.5,15,1350
2024-06-01,26.0,-86.0,5,450
2024-06-01,26.0,-85.5,1,90
2024-06-01,26.0,-85.0,2,180
2024-06-01,26.0,-83.5,15,1350
2024-06-01,26.0,-65.5,2,180
2024-06-01,26.5,-88.5,5,450
2024-06-01,26.5,-88.0,26,2340
2024-06-01,26.5,-87.5,53,4770
2024-06-01,26.5,-87.0,25,2250
2024-06-01,26.5,-86.5,29,2610
2024-06-01,26.5,-86.0,13,1170
2024-06-01,26.5,-85.5,5,450
2024-06-01,26.5,-85.0,1,90
2024-06-01,26.5,-83.0,2,180
2024-06-01,26.5,-67.0,1,90
2024-06-01,26.5,-66.0,4,360
2024-06-01,26.5,-65.5,1,90
2024-06-01,27.0,-90.5,1,90
2024-06-01,27.0,-89.0,2,180
2024-06-01,27.0,-88.5,18,1620
2024-06-01,27.0,-88.0,2,180
2024-06-01,27.0,-87.5,45,4050
2024-06-01,27.0,-87.0,54,4860
2024-06-01,27.0,-86.5,37,3330
2024-06-01,27.0,-86.0,15,1350
2024-06-01,27.0,-85.5,1,90
2024-06-01,27.0,-83.5,1,90
2024-06-01,27.0,-66.0,1,90
2024-06-01,27.0,-65.5,3,270
2024-06-01,27.5,-103.0,1,90
2024-06-01,27.5,-102.5,7,630
2024-06-01,27.5,-96.5,7,630
2024-06-01,27.5,-96.0,18,1620
2024-06-01,27.5,-95.5,8,720
2024-06-01,27.5,-95.0,4,360
2024-06-01,27.5,-90.5,3,270
2024-06-01,27.5,-89.5,2,180
2024-06-01,27.5,-89.0,2,180
2024-06-01,27.5,-88.5,2,180
2024-06-01,27.5,-88.0,22,1980
2024-06-01,27.5,-87.5,37,3330
2024-06-01,27.5,-87.0,49,4410
2024-06-01,27.5,-86.5,28,2520
2024-06-01,27.5,-86.0,5,450
2024-06-01,27.5,-85.5,2,180
2024-06-01,27.5,-84.5,11,990
2024-06-01,27.5,-84.0,4,360
2024-06-01,27.5,-83.0,3,270
2024-06-01,27.5,-65.5,1,90
2024-06-01,28.0,-103.0,3,270
2024-06-01,28.0,-102.5,1,90
2024-06-01,28.0,-97.5,3,270
2024-06-01,28.0,-97.0,7,630
2024-06-01,28.0,-96.5,15,1350
2024-06-01,28.0,-96.0,5,450
2024-06-01,28.0,-95.5,2,180
2024-06-01,28.0,-95.0,2,180
2024-06-01,28.0,-90.0,7,630
2024-06-01,28.0,-89.5,4,360
2024-06-01,28.0,-89.0,3,270
2024-06-01,28.0,-88.5,21,1890
2024-06-01,28.0,-88.0,1,90
2024-06-01,28.0,-87.5,85,7650
2024-06-01,28.0,-87.0,119,10710
2024-06-01,28.0,-86.5,37,3330
2024-06-01,28.0,-86.0,3,270
2024-06-01,28.0,-85.5,1,90
2024-06-01,28.0,-66.0,2,180
2024-06-01,28.5,-103.5,7,630
2024-06-01,28.5,-103.0,4,360
2024-06-01,28.5,-98.5,1,90
2024-06-01,28.5,-97.5,26,2340
2024-06-01,28.5,-97.0,25,2250
2024-06-01,28.5,-96.5,45,4050
2024-06-01,28.5,-96.0,6,540
2024-06-01,28.5,-95.5,9,810
2024-06-01,28.5,-93.0,1,90
2024-06-01,28.5,-90.0,6,540
2024-06-01,28.5,-89.5,29,2610
2024-06-01,28.5,-89.0,21,1890
2024-06-01,28.5,-88.5,30,2700
2024-06-01,28.5,-88.0,37,3330
2024-06-01,28.5,-87.5,117,10530
2024-06-01,28.5,-87.0,69,6210
2024-06-01,28.5,-86.5,13,1170
2024-06-01,28.5,-86.0,5,450
2024-06-01,28.5,-85.5,1,90
2024-06-01,29.0,-104.0,5,450
2024-06-01,29.0,-103.5,5,450
2024-06-01,29.0,-103.0,2,180
2024-06-01,29.0,-102.5,2,180
2024-06-01,29.0,-98.5,3,270
2024-06-01,29.0,-96.5,1,90
2024-06-01,29.0,-96.0,6,540
2024-06-01,29.0,-95.5,25,2250
2024-06-01,29.0,-93.5,3,270
2024-06-01,29.0,-93.0,6,540
2024-06-01,29.0,-92.5,7,630
2024-06-01,29.0,-92.0,6,540
2024-06-01,29.0,-90.0,6,540
2024-06-01,29.0,-89.5,33,2970
2024-06-01,29.0,-89.0,45,4050
2024-06-01,29.0,-88.5,36,3240
2024-06-01,29.0,-88.0,81,7290
2024-06-01,29.0,-87.5,93,8370
2024-06-01,29.0,-87.0,113,10170
2024-06-01,29.0,-86.5,17,1530
2024-06-01,29.0,-86.0,6,540
2024-06-01,29.0,-85.5,3,270
2024-06-01,29.0,-85.0,1,90
2024-06-01,29.5,-96.0,3,270
2024-06-01,29.5,-95.5,3,270
2024-06-01,29.5,-95.0,5,450
2024-06-01,29.5,-94.5,18,1620
2024-06-01,29.5,-94.0,24,2160
2024-06-01,29.5,-93.5,2,180
2024-06-01,29.5,-92.5,5,450
2024-06-01,29.5,-92.0,1,90
2024-06-01,29.5,-91.0,2,180
2024-06-01,29.5,-90.5,81,7290
2024-06-01,29.5,-90.0,52,4680
2024-06-01,29.5,-89.5,58,5220
2024-06-01,29.5,-89.0,33,2970
2024-06-01,29.5,-88.5,24,2160
2024-06-01,29.5,-88.0,48,4320
2024-06-01,29.5,-87.5,12,1080
2024-06-01,29.5,-87.0,68,6120
2024-06-01,29.5,-86.5,32,2880
2024-06-01,29.5,-86.0,5,450
2024-06-01,30.0,-105.5,1,90
2024-06-01,30.0,-104.0,2,180
2024-06-01,30.0,-103.5,2,180
2024-06-01,30.0,-103.0,5,450
2024-06-01,30.0,-98.5,8,720
2024-06-01,30.0,-98.0,3,270
2024-06-01,30.0,-96.0,2,180
2024-06-01,30.0,-95.5,2,180
2024-06-01,30.0,-95.0,7,630
2024-06-01,30.0,-94.5,14,1260
2024-06-01,30.0,-94.0,23,2070
2024-06-01,30.0,-93.5,27,2430
2024-06-01,30.0,-93.0,5,450
2024-06-01,30.0,-92.5,1,90
2024-06-01,30.0,-92.0,22,1980
2024-06-01,30.0,-91.5,9,810
2024-06-01,30.0,-91.0,12,1080
2024-06-01,30.0,-90.5,18,1620
2024-06-01,30.0,-90.0,22,1980
2024-06-01,30.0,-89.5,23,2070
2024-06-01,30.0,-89.0,46,4140
2024-06-01,30.0,-88.5,69,6210
2024-06-01,30.0,-88.0,64,5760
2024-06-01,30.0,-87.5,42,3780
2024-06-01,30.0,-87.0,140,12600
2024-06-01,30.0,-86.5,16,1440
2024-06-01,30.0,-86.0,2,180
2024-06-01,30.0,-85.5,1,90
2024-06-01,30.5,-104.5,5,450
2024-06-01,30.5,-104.0,2,180
2024-06-01,30.5,-103.5,20,1800
2024-06-01,30.5,-103.0,1,90
2024-06-01,30.5,-99.0,4,360
2024-06-01,30.5,-98.5,16,1440
2024-06-01,30.5,-95.0,7,630
2024-06-01,30.5,-94.5,4,360
2024-06-01,30.5,-94.0,1,90
2024-06-01,30.5,-93.5,7,630
2024-06-01,30.5,-93.0,16,1440
2024-06-01,30.5,-92.5,9,810
2024-06-01,30.5,-92.0,10,900
2024-06-01,30.5,-91.5,2,180
2024-06-01,30.5,-91.0,18,1620
2024-06-01,30.5,-90.5,17,1530
2024-06-01,30.5,-90.0,1,90
2024-06-01,30.5,-89.5,26,2340
2024-06-01,30.5,-89.0,21,1890
2024-06-01,30.5,-88.5,31,2790
2024-06-01,30.5,-88.0,48,4320
2024-06-01,30.5,-87.5,37,3330
2024-06-01,30.5,-87.0,24,2160
2024-06-01,30.5,-86.5,7,630
2024-06-01,30.5,-86.0,4,360
2024-06-01,30.5,-85.5,3,270
2024-06-01,30.5,-85.0,1,90
2024-06-01,31.0,-104.5,10,900
2024-06-01,31.0,-104.0,10,900
2024-06-01,31.0,-101.0,5,450
2024-06-01,31.0,-95.0,5,450
2024-06-01,31.0,-94.5,1,90
2024-06-01,31.0,-93.0,3,270
2024-06-01,31.0,-92.5,14,1260
2024-06-01,31.0,-92.0,22,1980
2024-06-01,31.0,-91.5,2,180
2024-06-01,31.0,-91.0,4,360
2024-06-01,31.0,-90.5,1,90
2024-06-01,31.0,-89.5,2,180
2024-06-01,31.0,-89.0,35,3150
2024-06-01,31.0,-88.5,13,1170
2024-06-01,31.0,-88.0,14,1260
2024-06-01,31.0,-87.5,5,450
2024-06-01,31.0,-86.5,2,180
2024-06-01,31.0,-85.5,2,180
2024-06-01,31.0,-85.0,1,90
2024-06-01,31.5,-105.5,1,90
2024-06-01,31.5,-105.0,3,270
2024-06-01,31.5,-104.5,3,270
2024-06-01,31.5,-104.0,1,90
2024-06-01,31.5,-102.5,1,90
2024-06-01,31.5,-101.0,9,810
2024-06-01,31.5,-99.0,1,90
2024-06-01,31.5,-96.0,6,540
2024-06-01,31.5,-95.5,3,270
2024-06-01,31.5,-95.0,23,2070
2024-06-01,31.5,-94.5,25,2250
2024-06-01,31.5,-94.0,7,630
2024-06-01,31.5,-93.5,4,360
2024-06-01,31.5,-92.5,5,450
2024-06-01,31.5,-92.0,4,360
2024-06-01,31.5,-90.5,1,90
2024-06-01,31.5,-89.5,4,360
2024-06-01,31.5,-89.0,9,810
2024-06-01,31.5,-88.5,14,1260
2024-06-01,31.5,-88.0,11,990
2024-06-01,31.5,-87.5,2,180
2024-06-01,31.5,-87.0,9,810
2024-06-01,31.5,-86.5,1,90
2024-06-01,31.5,-85.5,1,90
2024-06-01,32.0,-105.5,3,270
2024-06-01,32.0,-103.0,18,1620
2024-06-01,32.0,-102.5,23,2070
2024-06-01,32.0,-102.0,9,810
2024-06-01,32.0,-100.5,1,90
2024-06-01,32.0,-96.5,3,270
2024-06-01,32.0,-96.0,2,180
2024-06-01,32.0,-95.5,9,810
2024-06-01,32.0,-95.0,29,2610
2024-06-01,32.0,-94.5,32,2880
2024-06-01,32.0,-94.0,5,450
2024-06-01,32.0,-93.5,8,720
2024-06-01,32.0,-91.0,7,630
2024-06-01,32.0,-90.5,3,270
2024-06-01,32.0,-90.0,2,180
2024-06-01,32.0,-88.5,5,450
2024-06-01,32.0,-88.0,2,180
2024-06-01,32.0,-86.5,1,90
2024-06-01,32.5,-105.5,2,180
2024-06-01,32.5,-103.5,22,1980
2024-06-01,32.5,-103.0,15,1350
2024-06-01,32.5,-102.5,23,2070
2024-06-01,32.5,-102.0,8,720
2024-06-01,32.5,-101.0,10,900
2024-06-01,32.5,-100.5,10,900
2024-06-01,32.5,-100.0,1,90
2024-06-01,32.5,-99.5,1,90
2024-06-01,32.5,-97.0,8,720
2024-06-01,32.5,-96.5,16,1440
2024-06-01,32.5,-96.0,11,990
2024-06-01,32.5,-95.5,7,630
2024-06-01,32.5,-95.0,2,180
2024-06-01,32.5,-94.5,2,180
2024-06-01,32.5,-94.0,2,180
2024-06-01,32.5,-93.5,1,90
2024-06-01,32.5,-91.0,2,180
2024-06-01,32.5,-90.5,18,1620
2024-06-01,32.5,-90.0,23,2070
2024-06-01,32.5,-89.5,5,450
2024-06-01,32.5,-89.0,2,180
2024-06-01,32.5,-88.5,14,1260
2024-06-01,32.5,-88.0,1,90
2024-06-01,32.5,-87.5,1,90
2024-06-01,33.0,-104.0,3,270
2024-06-01,33.0,-103.5,44,3960
2024-06-01,33.0,-103.0,22,1980
2024-06-01,33.0,-102.5,22,1980
2024-06-01,33.0,-102.0,21,1890
2024-06-01,33.0,-101.5,33,2970
2024-06-01,33.0,-101.0,9,810
2024-06-01,33.0,-100.0,1,90
2024-06-01,33.0,-97.5,15,1350
2024-06-01,33.0,-97.0,3,270
2024-06-01,33.0,-96.5,1,90
2024-06-01,33.0,-96.0,2,180
2024-06-01,33.0,-95.5,2,180
2024-06-01,33.0,-95.0,10,900
2024-06-01,33.0,-94.0,1,90
2024-06-01,33.0,-90.5,2,180
2024-06-01,33.0,-90.0,1,90
2024-06-01,33.5,-105.5,2,180
2024-06-01,33.5,-104.5,1,90
2024-06-01,33.5,-104.0,17,1530
2024-06-01,33.5,-103.5,29,2610
2024-06-01,33.5,-103.0,24,2160
2024-06-01,33.5,-102.5,34,3060
2024-06-01,33.5,-102.0,25,2250
2024-06-01,33.5,-101.5,21,1890
2024-06-01,33.5,-101.0,12,1080
2024-06-01,33.5,-100.5,10,900
2024-06-01,33.5,-100.0,3,270
2024-06-01,33.5,-97.5,1,90
2024-06-01,33.5,-89.0,2,180
2024-06-01,34.0,-105.5,1,90
2024-06-01,34.0,-104.5,12,1080
2024-06-01,34.0,-104.0,14,1260
2024-06-01,34.0,-103.5,6,540
2024-06-01,34.0,-103.0,12,1080
2024-06-01,34.0,-102.5,14,1260
2024-06-01,34.0,-102.0,7,630
2024-06-01,34.0,-101.5,1,90
2024-06-01,34.0,-101.0,3,270
2024-06-01,34.0,-100.5,1,90
2024-06-01,34.0,-96.0,2,180
2024-06-01,34.0,-95.0,1,90
2024-06-01,34.0,-94.5,2,180
2024-06-01,34.0,-92.5,2,180
2024-06-01,34.0,-92.0,3,270
2024-06-01,34.0,-91.5,2,180
2024-06-01,34.0,-89.5,1,90
2024-06-01,34.0,-89.0,1,90
2024-06-01,34.5,-104.5,8,720
2024-06-01,34.5,-104.0,6,540
2024-06-01,34.5,-103.5,9,810
2024-06-01,34.5,-103.0,7,630
2024-06-01,34.5,-102.5,3,270
2024-06-01,34.5,-102.0,11,990
2024-06-01,34.5,-101.5,13,1170
2024-06-01,34.5,-101.0,5,450
2024-06-01,34.5,-92.5,1,90
2024-06-01,34.5,-92.0,1,90
2024-06-01,34.5,-91.5,1,90
2024-06-01,34.5,-66.0,5,450
2024-06-01,35.0,-104.0,4,360
2024-06-01,35.0,-103.5,27,2430
2024-06-01,35.0,-103.0,31,2790
2024-06-01,35.0,-102.5,2,180
2024-06-01,35.0,-101.5,16,1440
2024-06-01,35.0,-101.0,1,90
2024-06-01,35.0,-94.0,1,90
2024-06-01,35.0,-91.5,1,90
2024-06-01,35.0,-67.0,1,90
2024-06-01,35.0,-66.5,3,270
2024-06-01,35.5,-105.5,2,180
2024-06-01,35.5,-105.0,3,270
2024-06-01,35.5,-103.5,9,810
2024-06-01,35.5,-103.0,16,1440
2024-06-01,35.5,-102.5,5,450
2024-06-01,35.5,-102.0,3,270
2024-06-01,35.5,-101.5,1,90
2024-06-01,35.5,-98.5,1,90
2024-06-01,35.5,-67.0,1,90
2024-06-01,36.0,-105.5,1,90
2024-06-01,36.0,-104.0,2,180
2024-06-01,36.0,-103.5,2,180
2024-06-01,36.0,-102.5,7,630
2024-06-01,36.0,-102.0,7,630
2024-06-01,36.0,-101.5,9,810
2024-06-01,36.0,-98.5,1,90
2024-06-01,36.0,-94.5,2,180
2024-06-01,36.0,-94.0,2,180
2024-06-01,36.0,-66.0,10,900
2024-06-01,36.0,-65.5,1,90
2024-06-01,36.5,-105.0,1,90
2024-06-01,36.5,-104.5,1,90
2024-06-01,36.5,-103.0,1,90
2024-06-01,36.5,-102.5,1,90
2024-06-01,36.5,-102.0,2,180
2024-06-01,36.5,-100.0,1,90
2024-06-01,36.5,-99.5,3,270
2024-06-01,36.5,-99.0,5,450
2024-06-01,36.5,-98.5,6,540
2024-06-01,36.5,-98.0,2,180
2024-06-01,36.5,-93.0,2,180
2024-06-01,36.5,-89.0,1,90
2024-06-01,36.5,-66.5,1,90
2024-06-01,36.5,-66.0,2,180
2024-06-01,36.5,-65.5,2,180
2024-06-01,37.0,-105.0,1,90
2024-06-01,37.0,-104.0,1,90
2024-06-01,37.0,-103.5,2,180
2024-06-01,37.0,-103.0,7,630
2024-06-01,37.0,-102.5,11,990
2024-06-01,37.0,-102.0,5,450
2024-06-01,37.0,-101.0,10,900
2024-06-01,37.0,-100.5,12,1080
2024-06-01,37.0,-100.0,14,1260
2024-06-01,37.0,-99.5,8,720
2024-06-01,37.0,-99.0,9,810
2024-06-01,37.0,-92.5,5,450
2024-06-01,37.0,-66.0,5,450
2024-06-01,37.0,-65.5,3,270
2024-06-01,37.5,-105.0,2,180
2024-06-01,37.5,-104.5,1,90
2024-06-01,37.5,-103.5,5,450
2024-06-01,37.5,-103.0,3,270
2024-06-01,37.5,-102.5,14,1260
2024-06-01,37.5,-102.0,10,900
2024-06-01,37.5,-101.5,10,900
2024-06-01,37.5,-101.0,16,1440
2024-06-01,37.5,-100.5,13,1170
2024-06-01,37.5,-100.0,14,1260
2024-06-01,37.5,-99.5,3,270
2024-06-01,37.5,-97.5,6,540
2024-06-01,37.5,-66.5,1,90
2024-06-01,37.5,-66.0,4,360
2024-06-01,38.0,-105.0,3,270
2024-06-01,38.0,-104.5,9,810
2024-06-01,38.0,-104.0,2,180
2024-06-01,38.0,-103.5,3,270
2024-06-01,38.0,-103.0,4,360
2024-06-01,38.0,-102.5,4,360
2024-06-01,38.0,-102.0,23,2070
2024-06-01,38.0,-101.5,20,1800
2024-06-01,38.0,-101.0,23,2070
2024-06-01,38.0,-100.5,4,360
2024-06-01,38.0,-100.0,6,540
2024-06-01,38.0,-99.5,7,630
2024-06-01,38.0,-99.0,1,90
2024-06-01,38.0,-98.0,18,1620
2024-06-01,38.0,-97.5,2,180
2024-06-01,38.0,-67.0,2,180
2024-06-01,38.0,-66.5,1,90
2024-06-01,38.5,-105.5,1,90
2024-06-01,38.5,-105.0,6,540
2024-06-01,38.5,-104.5,7,630
2024-06-01,38.5,-104.0,8,720
2024-06-01,38.5,-103.5,24,2160
2024-06-01,38.5,-103.0,9,810
2024-06-01,38.5,-102.5,13,1170
2024-06-01,38.5,-102.0,8,720
2024-06-01,38.5,-101.5,1,90
2024-06-01,38.5,-101.0,6,540
2024-06-01,38.5,-100.5,20,1800
2024-06-01,38.5,-100.0,3,270
2024-06-01,38.5,-99.5,2,180
2024-06-01,38.5,-98.0,7,630
2024-06-01,38.5,-67.0,2,180
2024-06-01,38.5,-66.5,1,90
2024-06-01,39.0,-105.5,1,90
2024-06-01,39.0,-104.5,11,990
2024-06-01,39.0,-104.0,22,1980
2024-06-01,39.0,-103.5,11,990
2024-06-01,39.0,-103.0,10,900
2024-06-01,39.0,-102.5,4,360
2024-06-01,39.0,-101.5,1,90
2024-06-01,39.0,-101.0,2,180
2024-06-01,39.0,-100.5,3,270
2024-06-01,39.5,-114.0,1,90
2024-06-01,39.5,-104.0,1,90
2024-06-01,40.0,-107.5,1,90
2024-06-01,40.0,-103.5,1,90
2024-06-01,40.0,-103.0,4,360
2024-06-01,40.0,-99.5,4,360
2024-06-01,40.0,-97.5,1,90
2024-06-01,40.5,-112.0,1,90
2024-06-01,40.5,-107.0,1,90
2024-06-01,40.5,-104.0,2,180
2024-06-01,40.5,-103.5,13,1170
2024-06-01,40.5,-103.0,8,720
2024-06-01,40.5,-102.5,2,180
2024-06-01,40.5,-100.5,4,360
2024-06-01,40.5,-100.0,8,720
2024-06-01,40.5,-99.5,3,270
2024-06-01,41.0,-106.0,1,90
2024-06-01,41.0,-105.0,3,270
2024-06-01,41.0,-104.5,4,360
2024-06-01,41.0,-104.0,2,180
2024-06-01,41.0,-103.5,3,270
2024-06-01,41.0,-103.0,3,270
2024-06-01,41.0,-102.5,2,180
2024-06-01,41.0,-101.5,20,1800
